text,start,duration,time_midpoint,vader,textblob,llama3,vader_norm,textblob_norm,llama3_norm
vtorial don't do that her drop her,1119.28,11.2,1124.88,-0.2732,0.0,-0.7,0.05831199340177389,-0.017285600954369245,-0.029525715742675183
tears go on it's yours I give it to,1124.799,5.681,1127.6395,-0.2263,0.0,0.4,0.05981630982680329,-0.016675263635588394,-0.0273764415872338
you remember I I said we were going to,1131.039,4.601,1133.3395,0.0,0.0,0.4,0.06284128217712726,-0.015466683497785318,-0.022998139411145938
friends so soft,1137.0,3.72,1138.86,0.4767,0.1,0.7,0.06566167516894132,-0.014365236055105875,-0.018842490336324718
pretty it's Charming a I can wear it to,1145.52,8.08,1149.56,0.7906,0.475,0.7,0.0708063178497103,-0.012433183255621885,-0.011052353602072665
church yes,1149.52,4.08,1151.56,0.4019,0.0,0.7,0.07171891936220928,-0.012102859482238913,-0.009638233966659809
AIA is Miss Tina always,1157.799,7.281,1161.4395,-0.1531,0.0,0.5,0.07598958601003236,-0.010619948171231236,-0.00286557387094018
no sometimes she's kind,1165.08,4.56,1167.36,0.296,0.6,0.3,0.07835285219365513,-0.009853942969229704,0.0010117372616694083
sometimes it's better when she's,1171.28,6.879,1174.7195,0.4404,0.5,0.4,0.08107642207717285,-0.009035426723167112,0.005625946557604468
wicked mother protect me saw her once,1174.24,5.72,1177.1,-0.2023,0.0,-0.7,0.08190510389728012,-0.008803265657570853,0.0070671343270437195
what did you see I,1178.159,5.121,1180.7195000000002,0.0,0.0,0.2,0.08311493566369271,-0.008481506935842036,0.009208305740478376
me I have to go back so soon and leave,1179.96,6.0,1182.96,-0.1189,0.0,-0.7,0.08383306125682148,-0.008301484183576093,0.010502639042666535
some milk for my,1183.28,2.68,1184.62,0.0,0.0,0.4,0.08434975037599446,-0.008177666091791993,0.011445951663132956
kittens it's very dark sh shall I light,1186.64,5.56,1189.42,0.0,0.1025,0.3,0.08576905486740083,-0.007866086871626595,0.014096664485287154
a CLE for you oh,1189.12,5.36,1191.8,0.0,0.0,0.6,0.08643098607569998,-0.007737561386416919,0.015367506476106078
no I know my,1192.2,4.88,1194.64,-0.296,0.0,-0.7,0.08718397426194878,-0.007607083039065562,0.016845210161189332
way I know all the rooms and all the,1194.48,5.079,1197.0195,0.0,0.0,0.5,0.08778358296913456,-0.007517166496566096,0.018050164373340376
ways to get to them I hide,1197.08,6.24,1200.1999999999998,-0.1779,0.0,-0.7,0.08853988228557651,-0.007424972910474368,0.019612495456468614
sometimes I have secret,1199.559,3.761,1201.4395,0.0,-0.4,0.3,0.08882048430492712,-0.007397806103222988,0.020206155477692087
places I know everything about this,1203.72,7.4,1207.42,0.0,0.0,0.4,0.09006106652564796,-0.00733688530891832,0.022947471322964482
house perhaps uh one day you'll take me,1206.96,6.36,1210.14,0.0,0.0,0.2,0.09056223339782656,-0.007348202114207729,0.024125146461311447
you I don't feel anything why you stupid,1223.88,5.36,1226.5600000000002,-0.5267,-0.7411177112354115,-0.8,0.09271774012405753,-0.007953998627627145,0.03026085615370115
no it's mine it's,1229.24,7.729,1233.1045,-0.296,0.0,-0.7,0.09314500203578073,-0.008461881866104689,0.032213427329774176
mine I don't like,1250.48,4.8,1252.88,-0.2755,0.0,-0.7,0.09284909438781126,-0.010973455090958175,0.03624888715242713
strangers they haven't had a cut of beef,1253.08,5.839,1255.9995,0.2057,0.0,-0.7,0.09257588349753511,-0.011508634142814906,0.03661491169685633
like that in a year,1255.28,3.639,1257.0995,0.3612,0.0,0.4,0.09246421899091169,-0.011706460684118928,0.03672581341024523
what are you looking at the Garden he's,1260.12,6.559,1263.3995,0.0,0.0,0.3,0.09166652078000025,-0.012929237938714458,0.03717817037823039
putting the weeds your eyes in your head,1263.919,3.961,1265.8995,0.0,0.0,0.4,0.09127345287986101,-0.013456054219111524,0.03727125822902911
you have enough to tell the priest,1266.679,3.6,1268.479,0.0,0.0,-0.7,0.09082102279353384,-0.014023860435643484,0.037315733612956765
already taking that handkerchief you,1267.88,4.6,1270.18,0.0,0.0,0.4,0.09049620830835009,-0.014411581803687226,0.03731636851461071
want to be sent,1270.279,4.441,1272.4995,0.0772,0.0,0.2,0.09001885572480142,-0.01495708846694172,0.03728044116058189
morning it looks like another warm day,1274.72,5.959,1277.6995,0.5267,0.6,0.5,0.08880120739823971,-0.016249222161319042,0.037045374347208254
the kettle's boiling that's good Miss,1277.76,4.48,1280.0,0.3182,0.7,0.5,0.08819596528416619,-0.016850793051801777,0.036873072970102325
Juliana is feeling very well this,1280.679,3.641,1282.4995,0.4391,0.2,0.7,0.08749105769069007,-0.01752478232806477,0.03663828843655087
morning she's sitting out on the balcony,1282.24,3.52,1284.0,0.0,0.0,0.5,0.08704389286957945,-0.017939452750738164,0.03647351420020859
sun you've been crying Amelia,1285.76,4.76,1288.14,-0.4767,-0.2,0.3,0.085715131293084,-0.019122029174267353,0.03592604839982292
that lodger you bring us bad luck Miss,1290.76,5.519,1293.5195,-0.2732,-0.6999999999999998,-0.7,0.08377533498455865,-0.020741013672709557,0.035010680780925105
Tina sugar jar fell and broke this,1293.279,5.0,1295.779,-0.4215,0.0,-0.7,0.08288696161993817,-0.021448051968371473,0.034557310297894016
morning last night there was a ring,1296.279,5.88,1299.219,0.0,0.0,0.2,0.08144894499626137,-0.02255442220131476,0.033788658319638704
around the Moon Saints preserve Us in,1298.279,5.241,1300.8995,0.0,0.0,0.2,0.08070837337724122,-0.02310781414799097,0.033378699324868304
all the years I've been here there's,1302.159,4.281,1304.2995,0.0,0.0,-0.7,0.07913233840587114,-0.02425283383677782,0.03247999127301478
never been a man in this house now a,1303.52,6.8,1306.92,0.0,0.0,0.5,0.07784561143315573,-0.025158100652444414,0.031723968106288525
stranger all those boxes and books he's,1306.44,7.839,1310.3595,0.0,0.0,0.4,0.07605988111991031,-0.02637566250021403,0.030647818929759523
carrying a walking stick,1310.32,3.959,1312.2995,0.0,0.0,0.2,0.07500344899520088,-0.027076817123139873,0.02999879499242388
Mr Burton must have some business in the,1321.52,4.92,1323.98,0.0,0.0,0.3,0.06786905635795186,-0.03150833632484526,0.02544836892557556
I hope I haven't taken up too much of,1393.919,3.64,1395.739,0.4404,0.2,0.4,-0.009500243056413907,-0.06481444501819797,-0.027053215137968257
your time father no but I did want to,1395.159,4.561,1397.4395000000002,-0.0387,0.0,-0.7,-0.012125361119787938,-0.06569270797053488,-0.02881689178600582
get to know you I am,1397.559,4.841,1399.9795,0.0,0.0,0.4,-0.016121779912020476,-0.06700930871814777,-0.03149662409145093
pleased you must be very lonely where,1399.72,5.48,1402.46,0.0276,0.185,0.3,-0.020112410283098375,-0.06830027146930041,-0.03416609484087289
you are Mr Burton at times I,1402.4,7.24,1406.02,0.0,0.0,0.3,-0.025992996524840536,-0.0701613825617309,-0.03808810947321916
am there um the rather strange people,1405.2,7.079,1408.7395,-0.2023,-0.05,-0.7,-0.030608200595819327,-0.07158917480461019,-0.04115636926555841
father in what,1409.64,4.96,1412.12,0.0,0.0,0.4,-0.03649541844047274,-0.07337063907590845,-0.04505773915549494
way this may interest,1412.279,5.241,1414.8995,0.4588,0.0,0.4,-0.04146204430147595,-0.0748403534629753,-0.04833813191711298
you just look at those,1414.6,6.76,1417.98,0.0,0.0,0.2,-0.04710087292155175,-0.07647386975131655,-0.05205045441243175
signatures Miss Juliana signed it no,1417.52,6.279,1420.6595,-0.4215,0.0,0.2,-0.0521203851736853,-0.07789824498035239,-0.055344524124945435
Miss Tina signed both of,1421.36,4.08,1423.4,-0.1531,0.0,0.4,-0.057358789851254685,-0.07935796524146327,-0.05877271006357807
oh are you concerned about its legality,1425.44,7.56,1429.22,0.0,0.0,-0.7,-0.06880157402905053,-0.08246576830758268,-0.06623253531084648
Mr Burton no I just um I thought it was,1429.039,5.281,1431.6795,-0.296,0.0,-0.7,-0.07375399945855529,-0.08378149567122903,-0.06945074882687455
did Mr Burton let us be frank with each,1437.44,6.719,1440.7995,0.0,0.0,0.4,-0.09261542232035558,-0.08866614061383245,-0.08166287739346985
other when Miss Tina told me that you,1441.6,4.6,1443.9,-0.1531,-0.125,0.2,-0.09917345753366417,-0.09032687186194198,-0.08589581110055756
were coming into their house as a lodger,1444.159,5.281,1446.7995,0.0,0.0,0.2,-0.10535780563209166,-0.09187905578373445,-0.08988272607332855
I wondering about it what would a young,1446.2,6.16,1449.28,0.0,0.1,0.3,-0.1106812847857969,-0.09320585529723743,-0.09331145646192575
man or means obviously want in a place,1449.44,6.8,1452.84,0.0772,0.0,0.4,-0.11836308566556494,-0.09510764265862515,-0.09825478466669951
like that escape from the World perhaps,1452.36,6.96,1455.84,0.4939,0.0,0.4,-0.12486409450206903,-0.09670741680470638,-0.10243502558196549
forget an unhappy little Affair which is,1456.24,4.48,1458.48,-0.5719,-0.39375,0.2,-0.1305977923427234,-0.09811256968259781,-0.10611998799225929
Burton neither father I uh write as I,1460.72,7.28,1464.36,0.0,0.0,-0.7,-0.14337745551890768,-0.10123126240563679,-0.11432925864268938
explained to misstina of course I do,1465.679,5.0,1468.179,0.0,0.0,0.7,-0.151657601538231,-0.10324708603452597,-0.11964701489588418
confess a certain amount of uh curiosity,1468.0,4.559,1470.2795,0.2732,0.2142857142857142,0.3,-0.15619640832097711,-0.10435202490275594,-0.12256216328899895
I put it out of my mind Mr,1470.679,4.24,1472.799,0.0,0.0,-0.7,-0.16162042172356453,-0.10567347456680727,-0.12604642491185886
Burton a normal young man wouldn't want,1472.559,4.681,1474.8995,-0.0572,0.125,-0.7,-0.1661217479929631,-0.1067716811159939,-0.12893870959852857
to live in that house in a me of,1474.919,5.601,1477.7195000000002,0.0,0.1363636363636363,-0.7,-0.17212933642407383,-0.10824071775653574,-0.13280029751945271
time unless he had a special,1477.24,7.439,1480.9595,0.4019,0.3571428571428571,0.4,-0.17897185787226286,-0.1099204106865238,-0.13720129921805238
reason what do you suspect me of,1480.52,4.159,1482.5995,-0.296,0.0,-0.7,-0.18240735069131528,-0.11076708968219609,-0.13941232487608998
Father Miss Tina and Miss Juliana are,1485.039,6.36,1488.219,-0.296,0.0,0.5,-0.1940112030043427,-0.11364870678163458,-0.14688914813103823
not average people they have a life of,1487.76,7.279,1491.3995,0.0,0.075,-0.7,-0.20044628816632445,-0.1152651790016875,-0.15104283424882986
their own a world of their own and a,1491.399,6.441,1494.6194999999998,0.0,0.6,0.4,-0.20684921859911054,-0.11689020217968646,-0.1551822850005842
stranger upsetting the balance of that,1495.039,4.681,1497.3795,-0.4767,0.0,-0.7,-0.21223879864747014,-0.1182733114324722,-0.15867256185010262
world even un waiting,1497.84,4.52,1500.1,0.0,0.0,0.2,-0.21745450254742005,-0.11962734046834742,-0.1620562660199169
me you wouldn't want to cause a tragedy,1499.72,4.079,1501.7595,-0.683,0.0,-0.7,-0.22058585680843518,-0.12044858400464886,-0.16409096134998816
would you Mr,1502.36,4.88,1504.8,0.0,0.0,0.2,-0.2262180934331156,-0.12194360766611395,-0.16775758203883423
Burton you seem to feel that I have some,1503.799,7.801,1507.6995,0.0,0.0,0.4,-0.23145493874745937,-0.12335721555145877,-0.17117585688453288
deep dark motive what father I don't,1507.24,7.28,1510.88,0.0,-0.075,-0.7,-0.237038252136657,-0.12489362338220086,-0.17483152101681737
know but I do know that a blunder might,1511.6,5.84,1514.52,0.0,0.0,-0.7,-0.2432072475316069,-0.1266329155276935,-0.17888663750677522
unleash things far beyond your,1514.52,5.639,1517.3395,0.0,0.1,0.7,-0.24781483380825756,-0.127965523139805,-0.18192824199419502
control and my,1517.44,8.28,1521.5800000000002,0.0,0.0,0.4,-0.2544631726787853,-0.12994456831730528,-0.18633896889735557
control I would be very careful Mr B,1520.159,5.561,1522.9395000000002,0.2247,-0.13,0.4,-0.25652380467397784,-0.130572416135661,-0.1877118108915555
if I had any hopes of finding the,1530.679,4.36,1532.8590000000002,0.4215,0.0,-0.7,-0.2705385799024263,-0.13504982787458356,-0.19713424732041243
letters quickly they were soon dispel I,1532.159,5.801,1535.0595,0.0,0.3333333333333333,0.4,-0.2734084909009813,-0.1360170949345678,-0.19908517463549352
was in a blind alley I never even so,1535.039,4.721,1537.3995,-0.4019,-0.5,-0.7,-0.2763668914554458,-0.13703478420953732,-0.20110530427461185
much as caught a glimpse of Miss Juliana,1537.96,4.199,1540.0595,-0.1531,0.2,0.2,-0.27961399961971145,-0.13817766289826228,-0.20333413432290467
Tina I wondered what they did and what,1542.799,5.041,1545.3195,0.0,0.0,0.4,-0.28567705289732553,-0.14039232654387548,-0.20753275338557672
they talked about they seem to me like,1545.159,6.201,1548.2595,0.3612,0.0,0.2,-0.28886183439630037,-0.14160302610291658,-0.20976043666410768
hunted creatures figing,1547.84,3.52,1549.6,0.0,0.0,0.4,-0.29026600949467357,-0.14214838973295849,-0.21074817679365865
is that you Mr,1659.12,7.799,1663.0195,0.0,0.0,0.5,-0.31820793114249024,-0.16774183291740316,-0.24103288545426352
Burton please do come in,1662.0,4.919,1664.4595,0.3182,0.0,0.7,-0.31763218787163,-0.16773730387830624,-0.24086790217847104
it would seem I'm not the only one who,1680.44,3.68,1682.28,0.0,0.0,0.3,-0.3091073100602856,-0.16683561323449092,-0.23798837283693516
sleep I no need to,1684.12,5.84,1687.04,-0.296,0.0,-0.7,-0.30642199114817475,-0.16632077076278756,-0.23697401710624905
explain no,1687.12,6.399,1690.3194999999998,-0.296,0.0,-0.8,-0.30447969242986217,-0.16589642464444265,-0.2362195346761085
need I was afraid for a moment I hadn't,1689.96,5.4,1692.66,0.0,-0.6,-0.7,-0.30304911852773514,-0.1655583531901538,-0.23565423658682444
anything that would be awful wouldn't it,1695.36,6.88,1698.8,-0.4588,-0.7411177112354115,-0.7,-0.29912756203182483,-0.16452984276436391,-0.2340690589267552
just to imagine,1699.36,4.799,1701.7595,0.0,0.0,0.4,-0.2971537389140921,-0.1639597563279289,-0.23325419275766976
things yes it,1702.24,6.319,1705.3995,0.4019,0.0,0.4,-0.2946550378016528,-0.1631911834559428,-0.23220867138553358
would Mr B,1704.159,4.4,1706.3590000000002,0.0,0.0,0.4,-0.2939837242150789,-0.16297608711917844,-0.23192534224805658
yes you must be a very rich young,1714.72,8.72,1719.08,0.7645,0.29375,0.4,-0.28461945821475493,-0.15962065770166844,-0.22788414461656173
man I've been very,1719.679,7.84,1723.5990000000002,0.0,0.2,0.4,-0.281101708493077,-0.1581981477126575,-0.22633045823563133
fortunate they want to take my house,1723.44,6.68,1726.78,0.4939,0.4,-0.7,-0.2785712285511557,-0.15712256334429,-0.22520298653367296
away but they,1727.519,5.28,1730.159,0.0,0.0,-0.7,-0.2758369847396824,-0.15591195674082042,-0.22397637355731814
can't they,1730.12,6.919,1733.5794999999998,0.0,0.0,-0.7,-0.2730233340092425,-0.1546142315960325,-0.22270584907318747
can't because as long as I stay,1732.799,7.48,1736.539,0.0,-0.05,0.4,-0.27055384052936937,-0.1534320970878283,-0.22158436532090617
here I'll never,1737.039,5.0,1739.539,0.0,0.0,-0.8,-0.26801931650970956,-0.15217702897055368,-0.2204276323832823
never do you know much about curiosity,1742.039,7.561,1745.8195,0.0,0.2,-0.7,-0.26261977695165595,-0.14936197401129403,-0.2179458676764205
Mr Bon Curiosities,1746.519,6.241,1749.6395,0.0,0.0,0.4,-0.25927959668681555,-0.1475238043613695,-0.21639992283431214
Antiquities old gim,1749.6,9.199,1754.1995,0.0,0.1,0.3,-0.25524387240212026,-0.145204716575743,-0.21452211689755687
ceks do you know the kind of price they,1752.76,9.919,1757.7195,0.0,0.6,0.2,-0.2520977795589772,-0.1433262512219521,-0.21305072664917107
bring do you want to sell something yes,1758.799,7.24,1762.419,0.4588,0.0,0.4,-0.2478637134384916,-0.14070662154679064,-0.21105989089553556
I I want to,1762.679,6.441,1765.8995,0.0772,0.0,0.2,-0.24470847329891296,-0.13868968324120054,-0.20956820776624122
sell go on,1766.039,7.321,1769.6995,0.0,0.0,0.6,-0.24125010833324634,-0.13641845593375315,-0.20792503241496707
take it look at it look at it in the,1769.12,6.84,1772.54,0.0,0.0,0.4,-0.23865890605259388,-0.13467674377581007,-0.20668810002417592
light it is lit isn't,1776.159,5.88,1779.0990000000002,0.0,0.4,0.4,-0.23266899595322674,-0.1305247495694238,-0.2038090027130578
yes it's lit of course if you don't know,1783.919,9.401,1788.6195,0.4019,0.0,0.7,-0.22400554623686492,-0.12422282923272221,-0.19959232929183765
who he is it may not seem so,1788.72,7.64,1792.54,0.0,0.0,0.2,-0.2204658618086133,-0.12155048065417232,-0.1978499740399429
valuable I know who he,1793.32,6.719,1796.6795,0.4767,0.0,0.5,-0.2167556859505496,-0.11868968284207881,-0.1960104206415135
is Jeffrey a,1796.36,3.679,1798.1995,0.0,0.0,0.2,-0.21540169959373115,-0.11763048315746875,-0.19533552843380914
yes may I ask who you got this my,1800.559,8.881,1804.9995,0.4019,0.0,0.3,-0.20941094147836603,-0.11284623456939678,-0.1923247767095927
father tainted it your,1805.0,6.76,1808.38,0.0,0.0,-0.7,-0.20647980035363458,-0.11044670062547275,-0.19083588154172193
father I happen to know something about,1809.44,6.4,1812.64,0.0,0.0,0.6,-0.2028382509321844,-0.1074107025359501,-0.1889701658005453
Jeffrey Ashton that's what right it,1811.76,8.32,1815.92,0.0,0.2857142857142857,0.6,-0.20007848952606966,-0.10506835468300191,-0.1875434571614972
doesn't he lived a long time ago my dear,1815.84,7.4,1819.54,0.3818,-0.05,0.4,-0.19708170838979852,-0.10248301041336681,-0.1859806122481119
lady a long time,1820.08,8.0,1824.08,0.0,-0.05,0.4,-0.19340298985305396,-0.09924736785296559,-0.18404082868616828
ago no it was only yesterday,1823.24,8.439,1827.4595,-0.296,0.0,-0.4,-0.19072721856474967,-0.09684881346064504,-0.18261356602007864
the music floated out over the,1828.08,6.76,1831.46,0.0,0.0,0.7,-0.18763456935241118,-0.09402639003880367,-0.18094477388379662
garden you have no idea what famous,1831.679,4.921,1834.1395,-0.296,0.5,-0.7,-0.18561143404144315,-0.09214917649140496,-0.1798407995567985
people used to come,1834.84,5.079,1837.3795,0.0,0.0,0.2,-0.18321995308029987,-0.08989661080549027,-0.17852191145537893
here the greatest of our,1836.6,7.28,1840.24,0.6369,0.848382973247205,0.8,-0.18116099886207773,-0.08792619408288356,-0.1773730947477402
time the most brilliant the,1839.919,7.041,1843.4395,0.624,0.7,0.8,-0.17891921726839682,-0.0857455955139888,-0.17610665099468725
geest dancing and,1843.88,7.6,1847.68,0.0,0.0,0.7,-0.17605290187415923,-0.08289887291219375,-0.17446044687600948
talking the house all lighted,1846.96,9.64,1851.78,0.0,0.0,0.7,-0.1734016575137084,-0.08020002188160848,-0.17290641058199785
up but when he came into the house that,1851.48,8.439,1855.6995,0.0,0.0,0.2,-0.17098382191755443,-0.0776756068218995,-0.17145793305474116
Dreadful night,1856.6,3.319,1858.2595,-0.4404,-0.7411177112354115,-0.8,-0.16946907123820873,-0.07605906422780077,-0.17053263472741959
Jeffrey what happened to him and the,1864.279,6.24,1867.399,0.0,0.0,0.2,-0.16450394291704154,-0.07052353270294745,-0.1673741729472025
letters he wrote you do you have them,1867.36,6.84,1870.78,0.0,0.0,0.4,-0.16285287102804194,-0.06857967367208193,-0.1662673840699735
would you pay my price for the painting,1870.519,5.88,1873.459,-0.1027,0.0,0.4,-0.16161930496509505,-0.06708296023854385,-0.16541545102990365
would you really sell,1874.2,5.92,1877.16,0.0,0.2,-0.4,-0.16002220575901244,-0.06507847433471967,-0.16427433556853765
it what is your price I know the least I,1876.399,9.0,1880.899,0.0,-0.3,-0.7,-0.1585313371384565,-0.06312655907513297,-0.16316231608286075
"would take what might that be a, English",1880.12,8.279,1884.2595,0.0,0.0,0.2,-0.1572933620093561,-0.061433777029085736,-0.16219660081392914
I'll give you a th000 English Pounds no,1894.919,5.88,1897.859,-0.296,0.0,0.6,-0.1532100047410981,-0.055156073613641624,-0.15859111269473367
not to me give it to Father,1897.679,6.281,1900.8195,0.0,0.0,0.8,-0.15250591704519548,-0.05390667605675799,-0.15786574872357859
Ronaldo he'll know what it's,1900.799,8.681,1905.1395,0.0,0.0,0.5,-0.15158892353701903,-0.05215567994970331,-0.1568422415298034
for Tina must not know is that clear I,1903.96,8.24,1908.08,0.3818,0.1,-0.7,-0.15103699726997327,-0.05101178267872068,-0.15616822212006365
can take this with me now yes may I come,1909.48,6.24,1912.6,0.4019,0.0,0.4,-0.15029778136606042,-0.04932733669769737,-0.15516597557348116
again sometime and talk to you about,1912.2,3.52,1913.96,0.0,0.0,0.4,-0.15010037800910553,-0.048837709299880176,-0.15487208886709877
him who was that playing good night Mr,1916.32,7.44,1920.04,0.5719,0.7,0.2,-0.1493526581612959,-0.04674355100224059,-0.1535989905102627
Burton you will take the money to Father,1920.48,5.4,1923.18,0.0,0.0,-0.7,-0.149048964140713,-0.045721254920527366,-0.15296607396953327
Ronaldo it will take a little time to,1923.76,4.36,1925.94,0.0,-0.1875,0.6,-0.14882598499927946,-0.04485508296504278,-0.15242261335481516
get the money transferred from the,1925.88,4.919,1928.3395,0.0,0.0,-0.7,-0.1486642781032414,-0.04412620731909559,-0.15195940950579556
bank but I will see,1928.12,8.519,1932.3795,0.0,0.0,0.4,-0.14845659846396944,-0.042948669295553986,-0.1511978271537007
him good night please go,1930.799,5.84,1933.719,0.6369,0.7,0.4,-0.14840493304066724,-0.04257173948299188,-0.15095011211867762
quickly that eerie music Still rang and,1943.48,5.64,1946.3,-0.3612,-0.0833333333333333,-0.7,-0.1482984901821621,-0.03934484622278081,-0.1487245507384743
echoed in my ears,1946.639,4.551,1948.9145,0.0,0.0,0.4,-0.1483541489618634,-0.038742284671492114,-0.14828174081473453
where'd it come from,1949.12,8.07,1953.155,0.0,0.0,0.2,-0.14849431922819673,-0.03781213135952014,-0.1475751678636417
in that fearful incredible moment I knew,2135.839,6.641,2139.1595,-0.4939,0.0,-0.8,-0.13067142209731863,-0.02270111294542997,-0.09715375145915095
I had plunged off a precipice into the,2139.88,4.959,2142.3595,0.0,0.0,-0.7,-0.12850084654860924,-0.022336483088937643,-0.09537754391638603
past and here was,2142.48,6.4,2145.68,0.0,-0.25,0.2,-0.12613013789882344,-0.021935011752921577,-0.09348144087513838
Juliana real beyond belief beautiful,2144.839,6.601,2148.1395,0.5994,0.525,0.9,-0.12429482755607141,-0.021621873859498382,-0.09204156029197696
alive how strange this was Miss Tina who,2151.44,7.76,2155.32,0.0516,0.025,0.4,-0.11853927465903778,-0.020626726195009194,-0.08766088605431444
walked dead among the living Liv and,2156.119,4.341,2158.2895000000003,-0.6486,-0.2,0.4,-0.11598131742024165,-0.02017817149694501,-0.08577033670228655
living among the,2159.2,12.399,2165.3995,0.0,0.0,0.2,-0.10941871160033376,-0.019010429595638596,-0.08104998069464261
dead so there you,2171.599,7.121,2175.1595,-0.6486,-0.2,0.2,-0.09936331884573073,-0.017176888274328145,-0.07410910175457669
are where have you been,2175.04,3.68,2176.88,0.0,0.0,-0.7,-0.09746060953560164,-0.016824304596654877,-0.07282842682637473
prow he loves me we' walked along the,2179.56,4.799,2181.9595,0.5719,0.0,0.5,-0.0916084952577458,-0.015729348573172458,-0.06894471907245246
afternoon and he bought this for me,2184.359,6.881,2187.7995,0.0,0.0,0.6,-0.0844369445471863,-0.014366997467863135,-0.06428593226108226
and he put it on my,2188.28,2.96,2189.76,0.0,0.0,0.4,-0.08192211072466918,-0.013884089186095152,-0.06267484582810842
finger I want so to be,2205.8,4.4,2208.0,0.0772,0.0,0.3,-0.057319404883808135,-0.008902184052390938,-0.04679774005580154
lovely for,2208.359,4.76,2210.739,0.5859,0.5,0.8,-0.053668221512798236,-0.008099995054616421,-0.04431723347067793
him and yet I suppose after all the,2210.2,5.48,2212.94,0.0,0.0,0.6,-0.05078661298324753,-0.007449381531971153,-0.04231378475476579
beautiful women he's known but he does,2213.119,6.401,2216.3195,0.3506,0.848382973247205,0.2,-0.04648049747572845,-0.0064426516513358375,-0.03922499260636108
love me I know he loves me,2215.68,3.84,2217.6,0.836,0.5,0.8,-0.04489355044537941,-0.006059435470848965,-0.03805195860044423
I thought you'd never come you're very,2223.28,7.559,2227.0595000000003,0.0,0.2,-0.7,-0.034182063485923835,-0.003222592087146003,-0.029386522405671953
beautiful am I yes I never realized,2226.16,7.12,2229.72,0.765,0.848382973247205,0.8,-0.031566393243429,-0.0024301273713856954,-0.026963226946708354
before I've never seen your hair that,2230.839,4.881,2233.2795,0.0,0.0,0.3,-0.028400325180859137,-0.0013794353385596261,-0.023741710269212526
way you haven't no your eyes shine like,2233.28,4.52,2235.5400000000004,0.5248,0.0,0.7,-0.026607396685369,-0.0007197351549540487,-0.021711674302559544
that one would think you'd never seen me,2235.72,4.399,2237.9195,0.0,0.0,-0.7,-0.024918677906500205,-3.316884093707852e-05,-0.019590945353347603
before never like,2237.8,6.12,2240.86,-0.2755,0.0,-0.7,-0.023134006849564716,0.0008021289299853398,-0.016996934551312206
this your dress it's the same one I wore,2240.119,5.801,2243.0195000000003,0.0,0.0,0.4,-0.02205054551577008,0.001404936199523893,-0.015113334048211084
when we first danced,2243.92,4.439,2246.1395,0.0,0.25,0.7,-0.02084874246381524,0.0022576753839515357,-0.012428341083976287
together yes I know,2245.92,5.28,2248.56,0.4019,0.0,0.7,-0.02023049064369549,0.0029026890413443945,-0.010378251845507405
hold me close,2248.359,2.841,2249.7795,0.0,0.0,0.7,-0.02002750379154208,0.0032216802061469044,-0.00935723273863337
Jeffrey for a moment I was afraid I,2251.24,6.079,2254.2795,0.0,-0.6,0.3,-0.01987643129048855,0.004360567204141197,-0.005665099462084149
don't know if,2254.68,2.639,2255.9995,0.0,0.0,0.2,-0.020049048506288268,0.004778656149691905,-0.004287797594150034
what he's asleep she is too I think,2263.8,6.88,2267.24,0.0,0.0,0.2,-0.02373259810664381,0.007233656052201979,0.004169963524951741
although you can never tell about,2267.44,3.24,2269.06,0.0,0.0,-0.4,-0.02466567427624685,0.00758000052398854,0.005439541320534429
her father told me he saw you I can,2270.72,7.119,2274.2795,0.0,0.0,0.2,-0.02770847127609035,0.008482889329904694,0.008904678556621613
imagine how unpleasant it must have been,2274.52,6.599,2277.8195,-0.4767,-0.6499999999999999,-0.7,-0.03000680679675171,0.009013457413988747,0.011095943664385821
in a way I pity him,2277.839,3.28,2279.479,-0.296,-0.1,-0.7,-0.031128973763741834,0.00923790650740303,0.012076091126904656
Jeffrey he's leaving for Rome next week,2281.24,5.28,2283.88,0.0,0.0,0.4,-0.03418473761504897,0.009753803796925586,0.014521709117665572
to paint Cardinal Puchi and I'm not,2283.72,6.359,2286.8995,0.0,0.0,-0.7,-0.036301791257535125,0.01003768170274031,0.016063980090479085
going with him he'll be gone a month it,2286.52,5.839,2289.4395,0.0,0.0,-0.7,-0.03806343306778597,0.010229947990328314,0.01727134602075722
can be our month away from here away,2290.079,4.081,2292.1195,0.0,0.0,-0.6,-0.03987678461686738,0.010384773637816602,0.01845242134206892
from his suspicion and hating that,2292.359,3.72,2294.219,-0.7096,0.0,-0.7,-0.0412480116205719,0.01047037020947823,0.019308730088379866
horrible spying old,2294.16,5.56,2296.94,-0.5423,-0.45,-0.7,-0.04293816634011674,0.010532993636634536,0.020325265145733802
woman after that nothing matters you can,2296.079,6.52,2299.3390000000004,-0.0191,0.0,0.4,-0.04432995735660854,0.010542093069153834,0.02113211410182087
write to your friend and tell him we're,2299.72,5.72,2302.58,0.4939,0.0,0.5,-0.04605982390220622,0.010488866332412456,0.02209135602544025
coming a month up there in the cold,2302.599,7.081,2306.1395,0.0,-0.6,0.3,-0.04776401439876705,0.010349898315939524,0.022977086701803894
white snow just the two of us nothing to,2305.44,7.28,2309.08,0.0,0.0,0.7,-0.04902027936242648,0.01017675535756338,0.023580848972933315
