text,start,duration,time_midpoint,vader,textblob,llama3,vader_norm,textblob_norm,llama3_norm
get a little rain later,1273.52,5.68,1276.36,0.0,-0.09375,0.4,-0.03514376929846435,0.1913718635853144,0.12619180463267407
oh about that hey what a spot this is,1275.6,4.88,1278.04,0.0,0.0,0.3,-0.036623918335064634,0.19137451114414528,0.1252042893854837
isn't this lush,1279.2,2.959,1280.6795,0.0,0.1,0.7,-0.03888386902099981,0.19135586789521986,0.1236338155017184
central park with twin beds would you,1280.48,2.96,1281.96,0.0,0.0,0.3,-0.03995163512956357,0.1913368644777546,0.12286385407438676
like me to shoot you a squirrel before,1282.159,2.0,1283.159,0.0258,0.0,0.4,-0.04093464064518029,0.1913132155978566,0.12213825965074389
your knapsack,1283.44,2.16,1284.52,0.0,0.0,0.2,-0.04203089635929069,0.19127954781556072,0.12130931975322937
you wouldn't do that daniel boom i might,1284.159,3.281,1285.7995,0.0,0.0,0.4,-0.043042652203472004,0.19124131641286451,0.12052499522936617
knock off a rodent oh this'll do for me,1285.6,3.36,1287.28,0.0,0.0,0.2,-0.04419070022611601,0.1911891692824322,0.1196115442899054
george this will do it,1287.44,3.28,1289.0800000000002,0.0,0.0,0.7,-0.045554024252640254,0.1911144148967404,0.11849267558423174
good night yeah get your shoes off,1288.96,3.599,1290.7595,0.6249,0.7,0.7,-0.046794205411120074,0.1910335114390712,0.11744078170392981
you're in a palace oh i've always wanted,1290.72,2.8,1292.12,0.0,0.0,0.7,-0.04777645427654723,0.1909601379256809,0.11658326282929676
to play the palace,1292.559,2.881,1293.9995,0.34,0.0,0.7,-0.04910074028220716,0.19084732115688383,0.11539092742450352
draw the blinds alf it's siesta time for,1293.52,3.76,1295.4,0.0,0.0,0.4,-0.05006307847958852,0.19075467769533644,0.1144968656905507
the soul very well sir check back with,1295.44,2.32,1296.6,0.3384,0.1,0.4,-0.050871166659508776,0.19066950954649226,0.11372713073843208
man i can spend the rest of my life with,1297.76,3.2,1299.36,0.0,0.0,0.8,-0.05267259466978918,0.19045351872522862,0.11194444689025959
a joint like this why you say that every,1299.36,3.679,1301.1995,0.3612,0.0,-0.7,-0.05382941269303258,0.19029414110667925,0.11074726644531319
time you get in a bed,1300.96,4.48,1303.2,0.0,0.0,0.2,-0.05504817224674742,0.19010695573182626,0.10943757428620991
i'm in the haze that lala intoxicates me,1303.039,3.841,1304.9595,0.0,0.0,0.7,-0.056086597522894834,0.1899304913058373,0.10827935763169898
that could be,1305.44,3.359,1307.1195,0.0,0.0,0.2,-0.05731896944607459,0.18969886494881705,0.10684991922479059
she's half scotch and with me for a,1306.88,3.6,1308.68,0.0,-0.1666666666666666,0.7,-0.05818050301074564,0.18952133336205182,0.10581231750081875
chaser i'll just don't enter another,1308.799,4.24,1310.919,0.0,0.0,-0.7,-0.059374898940705856,0.1892518219847414,0.10431687697287342
i better get some black polish this may,1316.32,15.59,1324.115,0.4404,0.1666666666666666,0.6,-0.06544711735964348,0.1873191798106972,0.09537603628984784
be formal tonight,1318.0,19.259,1327.6295,0.0,0.0,0.3,-0.06679571323748057,0.1867083808425193,0.09296878955800351
this is the day i celebrate my birth,1412.72,28.559,1426.9995,0.5719,0.0,0.8,-0.06910354982366713,0.15609993039458991,0.03171978251836369
don't you know you're face to face with,1442.0,3.15,1443.575,0.0,0.0,-0.7,-0.06487076340900803,0.14914202771967439,0.02497874841279271
robbie mcmahon,1443.919,3.601,1445.7195000000002,0.0,0.0,-0.7,-0.0642703757170206,0.14821666819629722,0.02422453000480087
out of my way who do you think you are,1447.52,4.8,1449.92,0.0,0.0,0.4,-0.0630649814422341,0.1463891754467645,0.02283134570699904
it's the toe of my boot come on if you,1450.32,2.479,1451.5594999999998,0.0,0.0,0.3,-0.06258464752508668,0.14567072872310344,0.022318524141363462
too far ah this is the day,1452.799,5.861,1455.7295,0.0,0.1,0.6,-0.06134023696261324,0.1438310338253134,0.021094818864326292
i celebrate,1456.159,7.051,1459.6845,0.5719,0.0,0.8,-0.06013276664106642,0.14207069753145557,0.02004416520834015
have you heard the latest about mctavish,1470.4,3.12,1471.96,0.0,0.5,0.3,-0.05625372755307921,0.1365225141672305,0.017503769331596086
what's he done now he's living on the,1472.0,3.12,1473.56,0.0,0.0,-0.7,-0.05573714812772309,0.1357910766915623,0.017256733239801862
roof why would he be living on the roof,1473.52,3.2,1475.12,0.0,0.0,0.3,-0.05523174609441854,0.13507630327810943,0.017035270395902163
he heard someone say the drinks around,1475.12,3.2,1476.7199999999998,0.0,0.0,0.2,-0.05471182524144019,0.13434160755886612,0.01682825379551882
the drinks around the house you know but,1478.32,4.88,1480.76,0.0,0.0,0.3,-0.053393507894595404,0.13247978191705348,0.01639780041921263
it's a little late so good night folks,1484.0,42.199,1505.0995,0.5286,0.0708333333333333,-0.4,-0.045474766089971995,0.12111838433813757,0.016799396773513664
oh thanks you're a pal not mine but a,1528.4,3.84,1530.3200000000002,0.2382,0.2,0.4,-0.03792971436884518,0.10927529280581492,0.02327540901593366
pal here harold sit here,1530.64,3.039,1532.1595000000002,0.0,0.0,0.3,-0.03742928347947325,0.1084159923124697,0.024013533409976036
are you kidding he takes the large,1532.24,4.08,1534.28,0.1027,0.2142857142857142,0.7,-0.036862999359733015,0.1074268756724384,0.024911257163583316
economy size thanks a heap,1533.679,4.081,1535.7195000000002,0.4404,0.2,0.7,-0.03648509842563038,0.10675635867769388,0.025548710172447385
next week it's my turn to wear the,1536.32,2.719,1537.6795,0.0,0.0,0.4,-0.03597905833110433,0.10584469534585329,0.02645216416590287
girdle why don't you entertain us a,1537.76,3.279,1539.3995,-0.2411,0.0,-0.7,-0.0355430830625845,0.10504596628333485,0.027277893232395763
little hon do your disappearing activate,1539.039,4.24,1541.159,0.0,-0.1875,0.3,-0.03510495400429343,0.10423022084794739,0.02815355688694034
oh i know that one you mean the hindu,1541.039,4.801,1543.4395,0.0,-0.3125,0.4,-0.03454895493032967,0.10317503093940188,0.02933376134517628
rope trick,1543.279,2.561,1544.5595,-0.0516,0.0,0.4,-0.03428081005282628,0.10265771480208027,0.02993158661467686
how does he dress in a revolving door,1549.36,3.84,1551.28,0.0,0.0,0.2,-0.032740227696158884,0.09956724061039275,0.033756995840445884
i'm sure you've heard of this as a,1553.2,3.359,1554.8795,0.3182,0.5,0.2,-0.03196361254487323,0.0979224652558054,0.035962928913883016
matter of fact it's impossible,1554.799,2.88,1556.239,0.0258,-0.6348411403978151,-0.7,-0.03167915249843563,0.09730330917433382,0.03682257736958487
this must be the one where they throw,1556.559,2.48,1557.799,0.0,0.0,0.2,-0.0313587466637101,0.09659429195940039,0.037826140655683675
the rope up in the air climb up and,1557.679,2.081,1558.7195000000002,0.0,0.0,0.4,-0.03117270410012283,0.096176672198158,0.038426672484868835
it's nothing it's sort of a mass,1559.76,3.519,1561.5195,0.0,0.0,0.2,-0.030620600177936344,0.09490985975976612,0.0402901429127154
hypnosis where did you learn words like,1561.039,2.801,1562.4395,0.3612,0.0,0.7,-0.030443740972792212,0.0944948078128273,0.040914095488135634
this kid was drummed out of kindergarten,1563.84,3.04,1565.36,0.0,0.0,-0.7,-0.029897260661381476,0.09318128194997691,0.04293114371310545
for cheating and finger painting,1565.44,6.4,1568.64,-0.5574,0.0,0.4,-0.029310722628723185,0.0917136820333429,0.04525866443144165
i was framed now watch,1566.88,4.96,1569.36,0.0,0.0,0.7,-0.029185837637241623,0.09139264449764971,0.04577787925173247
what else is new,1577.84,12.69,1584.185,0.0,0.1363636363636363,0.2,-0.026926892165522805,0.08488064832207956,0.05702143657154991
governor i think this calls for me i'll,1596.159,3.721,1598.0195,0.0,0.0,0.4,-0.02536457101980005,0.07899628053784771,0.06816670098522673
be in the balcony,1599.039,5.771,1601.9245,0.0,0.0,0.5,-0.025020492336868542,0.07737351808932173,0.07136896551020916
i've heard about vanishing cream but,1607.279,3.28,1608.919,0.0,0.0,0.2,-0.02451215454092551,0.07451271607663515,0.07711849847850356
vanishing blubber,1609.039,3.601,1610.8395,0.0,0.0,0.6,-0.024396978036299064,0.07373795352766858,0.07869463446542677
fight him off princess here comes jack,1610.559,4.801,1612.9595,-0.3818,0.0,0.7,-0.024282109914268123,0.0728882712669221,0.08043081338736106
up the beanstalk,1612.64,2.72,1614.0,0.0,0.0,0.4,-0.024230455676563577,0.07247341461026831,0.08128109102891776
down boy down boy,1615.76,12.08,1621.8,0.0,-0.1555555555555555,-0.8,-0.02394280162075385,0.06941049073926206,0.08759713652011392
how's the beast in the penthouse,1628.4,3.36,1630.0800000000002,0.0,0.0,0.4,-0.023831277540955896,0.06625443792528507,0.09413158931865649
ah space cadet returns did you get my,1631.919,3.76,1633.7990000000002,0.0,0.0,0.3,-0.023846765483058027,0.06487062514462144,0.09698688848056965
had a wonderful time i'm glad you were,1635.679,3.6,1637.479,0.7717,0.7371988682603154,0.8,-0.023902402430481796,0.06352277394167127,0.09975270081796661
here oh very funny it's easy for you to,1637.2,3.92,1639.16,0.7474,0.3791666666666666,0.7,-0.023941215927929575,0.06291434872362607,0.1009943041561282
get up there come on it's mass hypnosis,1639.279,3.681,1641.1195,0.0,0.0,0.4,-0.02399710243013784,0.06221097822329584,0.1024230161833438
mass hypnosis you're full of helium,1641.12,3.2,1642.7199999999998,0.0,0.35,0.7,-0.0240512712622865,0.06164120957461247,0.10357435791813138
say how about a little black magic for,1642.96,3.199,1644.5595,0.0,0.0486111111111111,0.4,-0.024123016437782804,0.060991688472639395,0.10487941028665017
me princess here's an exciting bit of,1644.32,3.599,1646.1195,0.4939,0.3,0.4,-0.024191829970747078,0.06044537839446365,0.10597022244337931
hocus pocus,1646.159,2.961,1647.6395,0.0,0.0,0.6,-0.02426593048151365,0.05991711338583254,0.10701839871994112
where cobra comes out of there it's,1647.919,4.64,1650.239,0.0,0.0,0.3,-0.024408828634339484,0.0590230331038417,0.108775882877581
yours i'll split it with it oh,1649.12,3.439,1650.8394999999998,0.0,0.0,0.4,-0.024444747171857795,0.05881819260588367,0.10917534084852808
you pay your dues,1652.64,25.969,1665.6245,-0.1027,0.0,-0.7,-0.02567621552432684,0.053983968499572946,0.11813258638588257
i wouldn't believe it if i saw it i saw,1688.0,9.84,1692.92,0.0,0.0,0.4,-0.029736506406333962,0.046214352651248916,0.12898176352474194
it i don't believe it,1690.399,7.441,1694.1194999999998,0.0,0.0,-0.7,-0.029969135358762687,0.045910275331881516,0.12925142983148472
i'm starting to believe it i,1705.2,6.64,1708.52,0.0,0.0,-0.7,-0.033124873932857096,0.04252467657898187,0.13088109081358476
hey what a fool i was what a fool,1732.24,5.52,1735.0,-0.7003,0.0,0.4,-0.040708266316634475,0.037667890232017866,0.12496442848358962
in scout camp they had basket weaving,1736.159,2.88,1737.5990000000002,0.0,0.0,0.2,-0.04157916740235161,0.0372933863815213,0.12367732529979171
and i took up wood burning you wouldn't,1737.76,2.08,1738.8,0.0,0.0,-0.7,-0.04198933744544114,0.037126769320043114,0.12303646811298949
listen to me,1739.039,4.401,1741.2395,0.0,0.0,0.4,-0.042837219604892056,0.03680079528777789,0.12164609544483752
give me the pipe say find me there,1739.84,5.6,1742.64,0.0,0.0,0.7,-0.04333269323837542,0.03662113131381341,0.12079519417718373
i'm going into business for myself i'll,1743.44,3.28,1745.0800000000002,0.0,0.0,0.7,-0.04421064111212528,0.03632098542639686,0.1192230343994864
check with you in a fortnight,1745.44,3.28,1747.0800000000002,0.0,0.0,0.3,-0.04494380975788431,0.036087024655666156,0.11785126769376102
junior's always eager to improve himself,1746.72,3.76,1748.6,0.6597,0.0,0.7,-0.04550892577574974,0.03591639731819192,0.1167598051902624
always trying to pick up something new,1748.72,3.679,1750.5595,0.0,0.1363636363636363,0.7,-0.04624722646329969,0.035705488946558714,0.11529176790521224
say princess what about you and i,1750.48,3.84,1752.4,0.0,0.0,0.4,-0.046950435446043146,0.035516579629675096,0.11385167688914401
seeking out some leafy dell where we can,1752.399,13.921,1759.3594999999998,0.0,0.0,0.2,-0.049689658578279235,0.03488100227823432,0.10789417101111268
discuss you in terms of name,1754.32,14.16,1761.4,0.0,0.0,0.7,-0.05051526945810742,0.034717743016661154,0.10600112120434414
george i must talk to you and harold oh,1766.32,3.839,1768.2395,0.0,0.0,0.4,-0.053349423695106535,0.034244350918116846,0.09920680320954298
forget about harold he's a he's a,1768.48,3.84,1770.4,-0.2263,0.0,0.5,-0.05426439992229399,0.034117886481685344,0.09692459535245819
hustler a philanderer a roue,1770.159,3.681,1771.9995,0.0,0.0,-0.7,-0.0549473874970915,0.03403122896898431,0.09519524415786203
i want to tell you something he ran out,1772.32,3.68,1774.16,0.0772,0.0,0.2,-0.05587710434093741,0.03392346434763655,0.09280740733001988
on a very lovely girl down in australia,1773.84,4.16,1775.9199999999998,0.624,0.2472222222222222,0.7,-0.05664027794800649,0.03384346441502382,0.0908194743946512
and on their wedding day too i think,1776.0,3.039,1777.5195,0.0,0.0,0.7,-0.057338141193784026,0.03377674690593443,0.08898062013433643
he's attractive,1778.0,3.6,1779.8,0.4404,0.7371988682603154,0.4,-0.058339791674146005,0.033691351156177024,0.08630763454719391
can't hear you not reaching me at all i,1779.039,4.321,1781.1995,-0.1511,0.0,-0.7,-0.05895815284419472,0.033644535641231384,0.08463844463454062
think you're attractive too,1781.6,4.4,1783.8,0.4404,0.7371988682603154,0.7,-0.060114063793054305,0.03356866385669547,0.08148095910130765
contact actually as a matter of fact,1783.36,4.16,1785.4399999999998,0.0258,0.0,0.2,-0.06084733891615558,0.03352814619321046,0.07945377542116346
there's nothing special about me i'm,1786.0,2.0,1787.0,-0.3089,0.3571428571428571,-0.7,-0.06154770587315504,0.033494790983351994,0.0775007435922514
an average all-around all-american boy,1788.0,3.76,1789.88,0.0,0.025,0.7,-0.06284741133428913,0.033446291810733005,0.07383460602230568
with an excessive charm,1790.24,3.76,1792.12,0.4019,-0.25,0.8,-0.06386372052058563,0.033420099919712155,0.07093164580099642
harold told me that too about me about,1791.76,3.039,1793.2795,0.0,0.0,-0.7,-0.06439146796612534,0.03341043967497885,0.06941216589928059
so conceded that land,1794.799,4.081,1796.8395,0.0,0.0,0.2,-0.06601801290836797,0.03339708570943249,0.0646795158999768
delightful place you have here princess,1798.88,3.519,1800.6395,0.5859,0.7371988682603154,0.8,-0.06776267930619218,0.03340934793049908,0.05952424429850056
be lovely just to lay around here and,1800.88,2.88,1802.32,0.5859,0.5,0.7,-0.06853637082023728,0.0334232837950016,0.05721330815405977
george you and harold will never grow,1803.76,3.2,1805.36,0.0,0.0,-0.7,-0.06993833724857797,0.03346143651086946,0.05298885838094659
unless you escape at once escape my,1806.96,4.8,1809.36,0.34,0.0,-0.7,-0.07178575608178751,0.03353639004447525,0.04735293589707943
cousin can iraq is a scheming murderer i,1809.52,3.759,1811.3995,-0.6808,0.0,-0.9,-0.07272802495706929,0.03358514003999019,0.044449504537414315
think he's a pretty nice guy he's a,1811.76,2.0,1812.76,0.7184,0.425,0.7,-0.07335643976039806,0.033621525510344016,0.04250274198286234
formal a little cold perhaps you do not,1813.76,4.159,1815.8395,0.0,-0.39375,-0.5,-0.07477772455981008,0.0337150773903183,0.03807001963543465
know him he has sent many men to their,1815.76,4.0,1817.76,0.0,0.5,-0.7,-0.07566281859974165,0.03378112043527421,0.03528940124105327
death in the sea,1817.919,3.921,1819.8795,-0.5994,0.0,-0.7,-0.07663800930693092,0.03386071306720829,0.032208428315336796
little physical too huh can a rock will,1819.76,3.68,1821.6,0.0,-0.09375,0.2,-0.07742807361618337,0.033930396482297176,0.029699398582398895
let nothing stand in the way of his,1821.84,3.12,1823.4,0.0,0.0,0.8,-0.0782528830334026,0.03400807284021265,0.027068002141935783
years ago my father set out for bally to,1824.96,4.48,1827.2,0.0,0.0,0.6,-0.07998701052346771,0.03418767508228777,0.021496886676907793
sell a chest of valuable jewels,1827.039,4.401,1829.2395,0.7269,0.0,0.3,-0.08091302789518737,0.034292571572725604,0.018501186216367906
the boat sank on a reef outside of our,1829.44,3.28,1831.08,0.0,0.0,-0.7,-0.08174543889993334,0.03439218672655556,0.015796401840159627
neither my father nor the jewels have,1832.72,4.72,1835.08,-0.357,0.0,-0.7,-0.08354245479430097,0.034624404481853104,0.009920184790150367
ever been recovered,1834.32,4.64,1836.64,0.0,0.0,0.4,-0.0842383025153699,0.034720637700046894,0.007631586980723113
that's the treasure they want us to haul,1837.44,3.04,1838.96,0.3612,0.0,-0.7,-0.08526742008252103,0.034869449911569296,0.004233848943065114
up out of the briny huh,1838.96,3.439,1840.6795,0.0,0.0,0.7,-0.08602543634420853,0.034984037197333014,0.0017214682386962922
many have tried but none have succeeded,1840.48,3.439,1842.1995,-0.4585,0.5,-0.7,-0.08669193736740927,0.03508830124827463,-0.0004943470082032444
no wonder they offered us 50,1842.399,3.601,1844.1995,-0.296,0.0,0.5,-0.08756350321865429,0.035229642108390136,-0.003402181410897408
000 gilders to get it you must escape,1843.919,4.24,1846.039,0.1779,0.0,0.4,-0.08835938020417877,0.03536370557921092,-0.006068645765281377
tonight oh no princess you're looking at,1846.0,3.279,1847.6395,-0.296,0.0,-0.7,-0.08904712012993717,0.03548344089437649,-0.008382195271121442
a big gilder man,1848.159,3.601,1849.9595,0.0,0.0,0.7,-0.09003577345201896,0.03566197028017793,-0.011724718453000686
you must go i tell you down on the wreck,1849.279,3.361,1850.9595,-0.4404,-0.1555555555555555,-0.7,-0.09045876514605042,0.03574069282258008,-0.013161297869395041
of the boat lives,1851.76,4.72,1854.12,0.0,0.0,0.4,-0.09178242838532331,0.035996282540222975,-0.01768448867865178
bogatan bogatan a giant squid,1852.64,5.84,1855.56,0.0,0.0,0.4,-0.09237855726680888,0.036116057242514675,-0.019736465152880606
let him live a little the squid is a,1856.48,4.799,1858.8795,0.0,-0.0255681818181818,0.4,-0.09373509558026061,0.036399756131573854,-0.02444455330958612
terror he's an enormous monster with,1858.48,5.12,1861.04,-0.5267,0.0,-0.8,-0.09460407318160359,0.03658987664109384,-0.027491617484424358
with bone-crushing tentacles uh a,1861.279,3.361,1862.9595,0.0,0.0,-0.7,-0.0953664172236055,0.03676225861412339,-0.03018698191272658
it means certain death to the diver,1864.64,5.279,1867.2795,-0.4215,0.2142857142857142,-0.8,-0.09704684218415045,0.03716156361464356,-0.03621082955024096
certain death to the diver huh,1867.6,5.04,1870.12,-0.4215,0.2142857142857142,-0.7,-0.09812357035715358,0.03743219065712125,-0.04013836525890186
well harold laughs at death we must warn,1869.919,4.64,1872.239,0.0,0.0,-0.7,-0.09891141712547794,0.03763799293959878,-0.04305037172477595
him tell him about bogota i don't know i,1872.64,3.2,1874.24,0.0,0.0,-0.7,-0.09964283667837763,0.03783525568696459,-0.04578573924298597
may have some trouble talking him out of,1874.559,1.761,1875.4395,-0.4019,-0.2,-0.7,-0.10007526793536908,0.037954811364137975,-0.047418562898746346
he loves to challenge this boy death is,1876.32,3.52,1878.08,0.0258,0.0,0.4,-0.10101079863204962,0.03822128823922464,-0.05099430963064967
his bread danger his butter,1878.159,3.76,1880.039,-0.5267,0.0,-0.7,-0.10168986387331896,0.03842177936824827,-0.053630220817458434
you've got to convince him i'm gonna,1879.84,14.0,1886.84,0.25,0.0,0.4,-0.10394238587679686,0.0391344839539714,-0.06266412577834561
butter him up pretty good,1881.919,11.921,1887.8795,0.7269,0.475,0.7,-0.10427164004448053,0.03924548730829082,-0.06402830453061065
where can he be and what can he be doing,1895.6,10.64,1900.92,0.0,0.0,0.2,-0.10803114390755601,0.04067457224793906,-0.08073939361008572
what a business i finally learned that,1914.72,3.36,1916.4,0.0,0.0,0.4,-0.11149190902331216,0.04242457142474754,-0.09951248462034175
trick who ran second,1916.24,4.0,1918.24,-0.0516,0.0,0.2,-0.11182278099485851,0.0426339048370593,-0.10165995431563958
well i was hey i've been playing this,1918.08,3.28,1919.72,0.4404,0.0,0.4,-0.1120757291978133,0.042802242840324724,-0.10337364028652961
flute all night have to clear it with,1920.24,2.0,1921.24,0.3818,0.1,0.2,-0.11232308892376171,0.0429750364155526,-0.10512083317956464
georgette stash that in the icebox will,1922.24,3.36,1923.92,0.0,0.0,0.3,-0.11272801439386934,0.04327929838335377,-0.10816932036576432
you please thank you,1923.919,3.921,1925.8795,0.5859,0.0,0.8,-0.11299840010305208,0.04350129095311935,-0.11037191104055319
listen hmm don't you ever disappear like,1925.6,3.52,1927.36,0.4881,0.0,-0.7,-0.11318804208498301,0.043668671821476074,-0.11202109709493702
that on me again,1927.84,3.12,1929.4,0.0,0.0,-0.7,-0.11342836463933738,0.04389871725518775,-0.11427211557083387
i was worried into a positive tizzy,1929.12,3.039,1930.6395,0.34,0.2272727272727272,0.7,-0.11356234201585667,0.044038107129594606,-0.11562756548367423
about you you were,1930.96,3.599,1932.7595,0.0,0.0,0.2,-0.1137700694849834,0.044275738825696395,-0.11792411001249972
yes i was about me certainly well bless,1932.159,4.161,1934.2395,0.8402,0.2142857142857142,0.7,-0.11389884310361187,0.04444098422062604,-0.11951088003732771
your big fat motherly heart,1934.559,3.041,1936.0795,0.6369,0.0,0.6,-0.11404003581834124,0.04464559360946767,-0.12146448298881615
what's to worry well in spite of,1936.32,2.88,1937.76,-0.6369,0.0,0.7,-0.11415043172811623,0.04483158405614037,-0.12322998513644887
everything i can say and i put in plenty,1937.6,2.16,1938.68,0.0,0.0,0.7,-0.11420327459286826,0.04493302088690993,-0.12418885804387003
that palpitating princess is all a,1939.76,3.84,1941.68,0.0,0.0,-0.7,-0.11433770504941854,0.04526172864510739,-0.12727746902325535
twitter over you,1941.44,7.44,1945.16,0.0,0.0,0.2,-0.11441959487523408,0.04563863207370887,-0.13078587420499413
me really yes wow this girl is not only,1943.6,7.36,1947.28,0.7947,0.1,0.7,-0.1144296367637378,0.04586565629406634,-0.13288326446448817
charming she's intelligent,1948.88,3.919,1950.8395,0.7783,0.7371988682603154,0.7,-0.11437708659911566,0.04624194573976799,-0.13633546812108316
you better be careful boy she'll marry,1950.96,3.36,1952.64,0.5423,0.2,0.4,-0.1143167619404976,0.04642976160815519,-0.13804806315091206
you and make you a prince,1952.799,3.041,1954.3195,0.0,0.0,0.8,-0.11423970890758323,0.04660331977118682,-0.13962489413441523
you'll spend the rest of your miserable,1954.32,2.959,1955.7995,-0.4939,-0.6348411403978151,-0.8,-0.11415498605917741,0.04675489204294562,-0.1409977110481106
life just lolling around munching,1955.84,2.24,1956.96,0.0,0.0,0.7,-0.11407744016109755,0.04687281015726755,-0.14206313447079386
mangoes and,1957.279,2.4,1958.479,0.0,0.0,0.6,-0.11396123335572701,0.04702586665487781,-0.14344304599604837
falling apart and having girls wait on,1958.08,3.76,1959.96,-0.1531,0.0,0.7,-0.11383199505990113,0.047173632084621456,-0.14477250564445243
you and stuff like that i can't let this,1959.679,3.201,1961.2795,0.3612,0.0,-0.7,-0.11370369223520439,0.04730402011907099,-0.14594378409912392
happen to you,1961.84,4.079,1963.8795,0.0,0.0,0.7,-0.11341493232245377,0.04755729199365861,-0.14821545288373505
you're all i've got i'll buy your dog,1962.88,6.08,1965.92,0.0,0.0,0.2,-0.11315525894003717,0.047752500828637016,-0.1499647306977085
destiny calls the young prince,1965.919,5.041,1968.4395,0.0,0.1,0.7,-0.11279503231518247,0.04798896729799599,-0.1520841695958114
surely you can't want this well it's a,1968.96,3.76,1970.84,0.6191,0.5,-0.7,-0.11241162290232758,0.04820932407009145,-0.1540621214030141
oh well okay pal i won't stand in your,1972.72,5.12,1975.28,0.4588,0.5,-0.7,-0.11160084663710224,0.04860334127414614,-0.15761493100918064
i guess after all i booted it i goofed,1977.84,4.16,1979.92,0.0,0.0,-0.7,-0.11061557235531302,0.04899485078192049,-0.1611825647997939
when i told her what a hero you are,1979.76,4.96,1982.24,0.5574,0.0,0.7,-0.11007118995933486,0.04918229071039659,-0.16291123311382635
oh man what a night who do you think you,1982.0,4.24,1984.12,0.0,0.0,-0.7,-0.10960517962938737,0.04932990663093775,-0.16428527448675387
why what a relief,1986.24,5.439,1988.9595,0.4767,0.0,-0.7,-0.10830495148914487,0.049691412803954,-0.16771286694042023
you just think tomorrow at dawn you'll,1990.08,2.8,1991.48,0.0,0.0,0.7,-0.1075714245543533,0.049868632177689734,-0.169436043127027
be coming up out of the water with the,1991.679,2.321,1992.8395,0.0,0.0,0.6,-0.10716003939882142,0.049960937709160866,-0.17034798844935295
have a big sumptuous wedding yeah,1994.0,4.48,1996.24,0.296,0.0,0.8,-0.10608348199300162,0.0501813945647078,-0.17257565977041814
dancing girls coconut frappes music,1996.08,5.92,1999.04,0.0,0.0,0.7,-0.10514682754167028,0.050351344758867635,-0.1743530634138523
oh boy hey,1998.48,4.559,2000.7595,0.0,0.0,0.6,-0.10454952698849157,0.05045034646400674,-0.1754192884075626
how am i going to come up with the,2002.0,3.039,2003.5195,0.0,0.0,-0.7,-0.10355619431060462,0.050600449545906256,-0.177090716030763
treasure because you're going down for,2003.039,2.88,2004.479,0.296,-0.1555555555555555,-0.5,-0.10320100071918922,0.05065003191696024,-0.17766028931112257
oh i see i can wait a minute,2005.919,6.801,2009.3195,0.0,0.0,0.3,-0.10133298107870017,0.0508789910544606,-0.18044395305147967
not me no i even get the bends when i'm,2010.24,3.679,2012.0795,0.2235,0.0,0.7,-0.10021207798497808,0.050993181494627414,-0.18196461641825148
ducking for apples,2012.72,3.679,2014.5595,0.0,0.0,0.3,-0.09917114366720486,0.05108526045983557,-0.18329014176616346
you're the diver i'm the diver yeah,2013.919,3.681,2015.7595,0.296,0.0,0.7,-0.09865617371890092,0.05112615236463311,-0.18391771547813493
you're the diver,2016.399,3.441,2018.1195,0.0,0.0,0.6,-0.09762222901254437,0.051199453183935886,-0.18512581000868575
oh harold you don't know what this means,2017.6,3.76,2019.48,0.0,0.0,-0.7,-0.09701357642067258,0.051237345687709594,-0.18580657952014298
to me this is the nicest thing you've,2019.84,3.199,2021.4395,0.4939,0.0,0.8,-0.0961209793774135,0.05128620177990346,-0.18676703118545582
ever done letting me be lala's number,2021.36,2.64,2022.68,0.0772,0.0,0.7,-0.09554627190076334,0.05131358677044444,-0.187362881533105
well this changes everything,2024.0,5.679,2026.8395,0.2732,0.0,0.8,-0.09356575213868008,0.051384860818723524,-0.18929233900614778
i thought i was lala's boy you were but,2027.44,3.44,2029.16,0.0,0.0,-0.7,-0.09242577596368032,0.051410518001848544,-0.19032321938194802
you resigned,2029.679,3.521,2031.4395,-0.25,0.0,0.5,-0.09128204247251138,0.051425610710176185,-0.19130439197129498
it's all mine now i go down a pauper i,2030.88,5.12,2033.44,0.0,-0.1555555555555555,-0.7,-0.09025913028540576,0.05143043054841543,-0.19213991267156877
come up a prince,2033.2,2.8,2034.6,0.0,0.0,-0.7,-0.08965790583876594,0.051429557898019465,-0.19261350347991596
oh no you don't that's the way it's,2037.12,3.36,2038.8,-0.296,0.0,0.8,-0.0874324436110251,0.05140338208142208,-0.19426181382851565
gonna be i'm gonna be dunked oh no no no,2038.559,4.161,2040.6395,0.4168,0.0,-0.7,-0.0864342460634569,0.051380319602279505,-0.1949511783825218
i can't let you do it it's too dangerous,2040.48,6.079,2043.5195,-0.4767,-0.6,-0.7,-0.08484342433513956,0.05132965908454071,-0.19599097902652748
i laugh at danger,2042.72,7.52,2046.48,0.0516,0.3,0.7,-0.0831733358015729,0.05125867174750786,-0.19700996211661082
okay if you insist you get the jewels,2046.559,6.481,2049.7995,0.5994,0.5,0.4,-0.08125994727674618,0.05115570464715004,-0.19809289582095635
you get the princess,2050.24,2.8,2051.64,0.0,0.0,0.8,-0.08018096507177343,0.05108773606007304,-0.19866638271123124
night i get the jewels i get the,2053.919,4.561,2056.1995,0.4588,0.0,0.4,-0.0774541138300952,0.050885081428795303,-0.20000507206577703
