text,start,duration,time_midpoint,vader,textblob,llama3,vader_norm,textblob_norm,llama3_norm
wonder where Thomas got that load,1480.559,3.921,1482.5195,0.0,0.0,0.4,-0.03766510573081608,0.05363346470682599,-0.06905470519118438
we're going to throw a party nah I'm,1514.9,4.3,1517.0500000000002,0.3182,0.0,0.2,-0.023207422844379714,0.06341833771875728,-0.05975636506707707
gonna buy a house,1517.88,3.659,1519.7095000000002,0.0,0.0,0.7,-0.02202256552529031,0.06413398875727189,-0.05891087611073706
a house and some furniture tables chairs,1519.2,4.44,1521.42,0.0,0.0,0.4,-0.02125484037602668,0.06459119118221067,-0.05835662877511178
stove a bed,1521.539,4.14,1523.609,0.0,0.0,0.2,-0.020265875682682646,0.06517232209510726,-0.05763549886172677
then you know what what no don't tell me,1523.64,3.779,1525.5295,-0.296,0.0,-0.7,-0.019392239859303155,0.06567801557206245,-0.056992031018061357
let me guess you're gonna move it we're,1525.679,4.561,1527.9595000000002,0.0,0.0,0.4,-0.018278841402331124,0.06631156872392079,-0.05616362931200946
gonna move in we're gonna get married,1527.419,5.541,1530.1895000000002,0.0,0.25,0.8,-0.017249239794623436,0.06688606347310194,-0.05538965321351725
maybe I forgot and I can't remember have,1534.38,3.12,1535.94,0.0,0.0,-0.5,-0.01455967853337291,0.06833192935389341,-0.05333464074463609
asking now why don't you take my hand,1537.5,5.659,1540.3295,0.4939,0.0,0.7,-0.01247329493187701,0.06939526380913309,-0.05171044797568754
Gwyneth will you marry me,1540.74,5.58,1543.53,0.0,0.0,0.8,-0.010933909930720057,0.07014513245475229,-0.05049696467747823
Gwyneth will you marry me suppose I say,1543.159,6.12,1546.219,0.0,0.0,0.4,-0.009628749811441255,0.07075685428850809,-0.049458895451240444
no you won't,1546.32,2.959,1547.7995,-0.296,0.0,-0.7,-0.008856605899491794,0.07110807112606901,-0.0488410294636763
you know I do yes I know you do and I,1550.34,4.92,1552.8,0.4019,0.0,0.5,-0.006389239695577333,0.07217541944288271,-0.046849518888631286
love you too like I love one of my,1552.86,4.98,1555.35,0.859751448125306,0.5,0.8,-0.0051167683132501115,0.07269219497501166,-0.04581308407308799
brothers I'm not your brother you don't,1555.26,5.58,1558.05,0.0,0.0,-0.7,-0.003758991558214276,0.07321757426780806,-0.044700803014241515
have to tell me women stop food will you,1557.84,4.5,1560.09,-0.296,0.0,-0.7,-0.0027259989627879885,0.07359891494103839,-0.043850496761713806
marry me or won't you,1560.84,3.719,1562.6995,0.0,0.0,0.7,-0.0013957178700108612,0.0740661809579384,-0.04275066723369686
I don't know if I said yes I'd feel no,1562.34,5.04,1564.86,0.128,0.0,-0.7,-0.0002867749399006949,0.07443486574301117,-0.04182999453914525
and if I said no I feel yes I don't know,1564.559,3.961,1566.5395,0.128,0.0,0.2,0.0005799992310666376,0.07470965103543284,-0.041108122182477065
what to say,1567.38,2.22,1568.49,0.0,0.0,0.2,0.0015918065105553797,0.07501536749438123,-0.040263130075695305
maybe if I get acquainted with lots and,1569.6,4.62,1571.91,0.0,0.5,0.2,0.0033792973795496108,0.0755152605061887,-0.03876472836405731
lots of boys it would help me make up my,1572.48,3.42,1574.19,0.4019,0.0,0.4,0.004580412833699115,0.07582189359251897,-0.03775424007127736
mind yeah and what do I do while you're,1574.22,3.54,1575.99,0.296,0.0,0.4,0.005533993435618795,0.07604834225564569,-0.036950140011992705
being helped you can get equator with,1575.9,3.659,1577.7295,0.0,0.0,0.7,0.006459985541138263,0.07625369728254043,-0.036167865226289356
lots and lots of girls I don't want lots,1577.76,5.1,1580.31,-0.0572,0.0,-0.7,0.007841734682538066,0.07653320342928242,-0.03499819113828813
of girls I just want you me,1579.559,6.48,1582.799,0.0772,0.0,0.4,0.009183600966131323,0.07677344376764711,-0.033859873590462886
married would be nice,1582.86,5.58,1585.65,0.4215,0.425,0.5,0.010731596930952107,0.07701193158786009,-0.03254419157056337
but I think I'm too young,1591.62,5.659,1594.4495,0.0,0.1,-0.7,0.015582988850990988,0.07748560789778046,-0.028408692486654553
don't you think so Arnold,1593.96,3.319,1595.6195,0.0,0.0,0.4,0.01623637907215467,0.07751721292297847,-0.02785082541725785
no I don't want to get married not just,1598.059,4.781,1600.4495,-0.3447,0.25,-0.7,0.018954337623714755,0.07757291567396078,-0.025529377739736736
I guess a girl has to be hard to get,1602.84,3.24,1604.4599999999998,-0.1027,-0.2916666666666667,0.6,0.021236309224265486,0.07753738119064955,-0.023580403674813073
makes it all the nicer when you get her,1604.52,3.539,1606.2895,0.4404,0.0,0.7,0.02228485353001419,0.07749963685780475,-0.022685254093060242
Hey Arnold you better lend a hand before,1606.08,2.93,1607.5449999999998,0.7269,0.5,0.4,0.02300715527869744,0.07746667836536017,-0.02206884521447014
you spend that chair,1608.059,4.451,1610.2845,0.0,0.0,-0.7,0.02459093206992999,0.07737656440354965,-0.020718091869680082
eyes open here's listen if what we come,1636.44,5.04,1638.96,0.0,0.0,0.2,0.0417979480578723,0.07573873377758354,-0.006203645370805616
back hey Pop why don't we tell a coast,1639.62,3.84,1641.54,0.0,0.0,0.3,0.0434018383948467,0.07560403002942459,-0.0048732328323072924
guard they swipe your sponges you won't,1641.48,3.54,1643.25,0.0,0.0,-0.7,0.044469902510437524,0.07552250224455924,-0.0039900205842671385
do any good,1643.46,3.78,1645.35,0.4404,0.6974697510607052,0.7,0.045787025349210864,0.07543223149232303,-0.0029039871320784396
we can't prove anything,1645.02,5.72,1647.88,0.0,0.0,-0.7,0.0473818307315517,0.0753399265098458,-0.0015937915921008924
we gotta take care of this ourselves,1647.24,3.5,1648.99,0.4939,0.0,0.7,0.048084277717144484,0.07530573605538314,-0.0010184244456063916
this is the book,1652.1,5.88,1655.04,0.0,0.0,0.4,0.05194232441784801,0.07519845925873694,0.0021219629085293644
ERS are here somewhere they hide him,1666.14,4.83,1668.555,-0.1779,0.0,-0.7,0.06073905429153393,0.07559074381706804,0.009145792417651023
every door looking every place the,1677.419,4.681,1679.7595,0.0,0.0,0.2,0.0682169146977662,0.07681051398441101,0.014949518266213054
sponges today lost they gone hey where,1679.46,4.68,1681.8,-0.3182,0.0,-0.7,0.06959664350960215,0.07713968290239974,0.016002173089438583
do you go now I'm going to find that,1682.1,4.38,1684.29,0.0,0.0,-0.7,0.07128774789254597,0.0775908848721329,0.017284337631245712
fellow I'm going to see how Brave he is,1684.14,4.56,1686.42,0.5267,0.6974697510607052,0.6,0.07274082856555641,0.0780218398991302,0.01837883636152226
without the ax you go back to that boat,1686.48,5.4,1689.18,0.0,0.0,0.6,0.07463255127193844,0.07864467923686827,0.019793585013541837
go on okay well maybe you're gonna need,1688.7,5.4,1691.4,0.4588,0.5,0.2,0.07616139382993646,0.07920057312619239,0.02092842742357738
somebody to carry you you like to,1691.88,3.36,1693.5600000000002,0.3612,0.0,0.4,0.07765509757728076,0.07979027964780772,0.022029714814576468
collect concrete we'd like to collect,1694.1,2.88,1695.54,0.3612,0.15,0.4,0.07902967093765768,0.08037458114099881,0.023036556689904494
okay we go together all right,1696.98,4.819,1699.3895,0.2263,0.3928571428571428,0.5,0.08171670064490345,0.08163520440872492,0.024986141545491326
such a big place so many streets how you,1707.74,4.48,1709.98,0.0,0.1666666666666666,0.4,0.08920803100490907,0.08602120766525222,0.030287480586940283
going to find,1711.14,3.12,1712.7,0.0,0.0,0.4,0.09115535548296451,0.08738193845649975,0.031632247846093045
what would we do if we got home with all,1712.22,4.68,1714.56,0.0,0.0,0.5,0.09249243669698115,0.08837108554515188,0.032547450057369726
those sponges ah what we do we celebrate,1714.26,5.22,1716.87,0.5719,0.0,0.4,0.09415910605389065,0.08966705974397124,0.03367894370806803
not just what they're doing,1716.9,4.259,1719.0295,0.0,0.0,0.4,0.09572305821594795,0.0909452903333391,0.03473157579754587
celebrating,1719.48,4.15,1721.555,0.5719,0.0,0.7,0.09755889122990256,0.09252007610563093,0.03595634178412513
which right here first,1721.159,10.101,1726.2095000000002,0.0,0.2678571428571428,0.5,0.1009601618260864,0.09564119649859092,0.038196008084394016
these rubbers Crooks we have come to,1731.5,5.86,1734.43,0.0,0.0,-0.7,0.1070163001357045,0.10181022310438667,0.04209658213337931
measure you for your coffins,1734.72,4.15,1736.795,0.0,0.0,-0.7,0.1087684753015433,0.10373187839048134,0.043205911697229725
what's the matter you never seen Greeks,1745.88,4.039,1747.8995000000002,0.0258,0.0,0.4,0.11703959594234548,0.11356004330049481,0.04833919946135698
look how scary they are,1753.14,4.98,1755.63,-0.4939,-0.5,-0.7,0.12282639511870952,0.12111739248522557,0.05184067580627769
a room full of conchs scared of three,1755.539,5.0,1758.039,-0.4404,0.35,0.2,0.12463215244008906,0.12358091683487618,0.05291993600506022
two Greeks I'm not counting him well,1762.62,5.46,1765.35,-0.2057,0.0,-0.7,0.13011388025898363,0.1313454492321194,0.056161307061105496
what about it can a man get a drink,1765.86,3.36,1767.54,0.0,0.0,0.2,0.13175522903971637,0.13375014209638497,0.057122391386220515
around here,1768.08,2.579,1769.3695,0.0,0.0,0.3,0.13312576611780144,0.13578500577998173,0.05792181858771879
Jameson whiskey for the Greeks yes Mr,1770.659,4.921,1773.1195,0.4019,0.0,0.7,0.13593248721458018,0.14002634692743932,0.05955068516868217
you sure we don't spoil the party huh,1775.58,6.56,1778.86,0.0108,0.5,0.7,0.14021962732873616,0.14668859764865552,0.062019020692173986
well we might as well get acquainted,1785.98,4.319,1788.1395,0.4939,0.5,0.4,0.14711381000655188,0.15783389135301654,0.06594587263072195
this is my pop Mike Petrakis,1788.179,4.681,1790.5195,0.0,0.0,0.7,0.14887265983965173,0.16075651961960516,0.06694064731491882
great and I'm Tony,1790.299,5.081,1792.8395,0.6249,0.6974697510607052,0.8,0.1505827926981608,0.1636272657138216,0.0679055421490835
I'm Thomas Reese these are my two sons,1792.86,5.28,1795.5,0.0,0.0,0.7,0.15253815363734735,0.16694366505966804,0.06900625794176957
David that's Griff,1795.38,5.84,1798.3000000000002,0.0,0.0,0.5,0.15458884807726891,0.17045937685877438,0.07015805270615663
this is Arnold Dix,1798.14,3.08,1799.68,0.0,0.0,0.2,0.1555966533507725,0.1722008348472404,0.07072323597825814
the man with the ax,1801.62,4.5,1803.87,0.0,0.0,0.4,0.15864398249063283,0.17751922255465918,0.07242928306255245
I'm his daughter Gwyneth Reese,1803.6,4.98,1806.09,0.0,0.0,0.7,0.16025036810959853,0.180353468283066,0.0733271639918437
glennis hey that's a pretty name,1806.12,5.4,1808.82,0.4939,0.25,0.5,0.1622174469773353,0.18385164388513275,0.07442563170496684
young Greek looks at a pretty girl it,1808.58,5.339,1811.2495,0.4939,0.1166666666666666,0.7,0.16395984333943067,0.18697460000334118,0.07539795456092192
gets hot blood,1811.52,4.98,1814.01,0.0,0.25,0.7,0.1659297829154413,0.19053175541010628,0.0764968151125573
what's on your mind Greek what's on my,1813.919,6.661,1817.2495,0.0,0.0,0.2,0.1682274412081305,0.19471433802492977,0.07777836788678599
mind sponges what do you think,1816.5,7.02,1820.01,0.0,0.0,0.3,0.1701726814143159,0.19828223152766103,0.07886368686743445
how you fooled us we work and we work,1820.58,5.28,1823.22,-0.3818,0.0,-0.7,0.17241919113950407,0.20243152139270773,0.08011800582667215
and you take everything away but no hard,1823.52,4.32,1825.68,0.1139,0.1458333333333333,0.4,0.1741290127501527,0.20560904880536826,0.08107368627635855
feelings huh,1825.86,3.96,1827.84,0.0,0.0,0.2,0.175621518527927,0.20839568987551793,0.08190886560742135
this time you win,1827.84,3.719,1829.6995,0.5859,0.6974697510607052,0.8,0.1768995733829821,0.2107910426866611,0.08262491272615309
next time we win what's the difference,1829.82,3.0,1831.32,0.5859,0.4,0.6,0.1780080752658346,0.2128750926391735,0.08324672065341251
do you mind if I dance with your,1831.559,2.761,1832.9395,0.0,0.0,0.6,0.1791108528336436,0.2149540704753545,0.08386610324202531
daughter Mr Reese,1832.82,4.02,1834.83,0.0,0.0,0.5,0.18039163489047805,0.21737539107700507,0.0845865629677777
don't ask me ask him,1834.32,4.979,1836.8095,0.0,0.0,-0.5,0.18172498285669028,0.2199033664766822,0.08533799349283716
go ahead ask me,1836.84,6.559,1840.1195,0.0,0.0,0.4,0.18393628556916072,0.22411093733376666,0.08658780825165747
you might have better luck if you ask me,1839.299,4.1,1841.349,0.7096,0.5,0.7,0.18475169323989998,0.22566679758671354,0.0870499373061073
that guy actually maybe he does maybe he,1855.159,5.441,1857.8795,0.0,0.0,0.2,0.19537190866771909,0.24607730912103246,0.09315456183676153
doesn't what kind of an answer do you,1858.98,4.5,1861.23,0.0,0.6,-0.7,0.1974402642806904,0.25006776167618167,0.09436781954351287
call that why don't you find out maybe I,1860.6,4.92,1863.06,0.0,0.0,0.2,0.19855704817330175,0.2522218766555399,0.09502714659734951
will you better be careful he might eat,1863.48,3.6,1865.28,0.5423,0.2,-0.7,0.19989927312923964,0.25480948020359767,0.09582384744622642
you up a lot he won't even bother to,1865.52,3.18,1867.11,0.2584,0.0,-0.7,0.20099514758663622,0.2569204461521923,0.09647801840941111
take off your hat I got a pretty good,1867.08,3.78,1868.97,0.7269,0.475,0.5,0.20209902825645273,0.25904468965296695,0.09714055151632209
appetite myself yeah he let him take,1868.7,3.78,1870.59,0.296,0.0,0.2,0.2030521557270993,0.2608766529712404,0.09771566888559279
away your sponges,1870.86,5.419,1873.5695,0.0,0.0,0.6,0.20478452375937464,0.2641998254316671,0.09876877466884651
I'm dancing with this girl Tony,1872.48,7.46,1876.21,0.0,0.0,-0.7,0.20629696652414553,0.26709251369443987,0.0996970718903197
the wreck is still playing,1876.279,3.661,1878.1095,-0.2732,0.0,-0.7,0.20737141653236915,0.26914154936509,0.10036199027750375
we're making our own music,1882.38,3.2,1883.98,0.0,0.6,0.2,0.2106181771077803,0.2752950162926913,0.10240196156085823
McDonald's,1923.24,2.96,1924.72,0.0,0.0,0.7,0.22965365287708078,0.30849296628873835,0.11597333971270089
three is a crowd I'm gonna be the,1944.48,4.75,1946.855,0.0,0.0,0.4,0.2369966486221398,0.317437746963975,0.12295785083232122
biggest crowd that kid ever saw,1946.58,15.419,1954.2895,0.0,0.0,0.6,0.238918583726621,0.31866244370124613,0.12524874608383246
I don't know why I'm ready he's not,1965.799,6.76,1969.179,0.3612,0.2,-0.7,0.24190039654560494,0.3182349049081297,0.12990098345323256
after me no he's after me I'm after you,1968.84,6.68,1972.18,-0.296,0.0,0.5,0.24236370391378356,0.3177048607640496,0.13090201498880769
I mean give me back my hand too sure,1992.539,5.221,1995.1495,0.6705,0.0625,0.4,0.24444018590390368,0.3091993448846078,0.14032000858704957
you always do what people tell you to,1995.84,3.719,1997.6995,0.0,0.0,0.2,0.2445149636899687,0.3078065900794457,0.14163725216082473
sure ask me to kiss you see what happens,1997.76,4.139,1999.8295,0.6249,0.5,0.5,0.24455424679899962,0.30657999096994637,0.14279105329669842
crazy Greek hey you want to know what my,1999.559,4.441,2001.7795,-0.2732,-0.3,0.5,0.24457184111558192,0.30540762115840364,0.14389233873015478
real name is Adonis,2001.899,4.38,2004.089,0.0,0.2,0.8,0.2445701213293471,0.30395924574673866,0.1452549959977488
my mama named me after a Greek god,2004.0,4.74,2006.37,0.2732,0.0,0.5,0.24454458090751033,0.3024663765646144,0.1466658913717569
I'm a very beautiful young man well the,2006.279,3.961,2008.2595,0.7425,0.55,0.8,0.2445056072317761,0.30118381260652116,0.14788578932083085
whole bunch of you must be crazy coming,2008.74,3.059,2010.2695,-0.34,-0.1999999999999999,-0.7,0.24444654594512225,0.29977473735004123,0.14923646361911785
here you know how Kongs feel about,2010.24,3.24,2011.86,0.0,0.0,0.8,0.2443870281800182,0.2986276967785244,0.15034530816883238
want me to tell you how uh Greeks feel,2013.48,4.26,2015.61,0.0772,0.0,0.2,0.2442023590054722,0.29581410219533216,0.15310615269205943
about conchs you're always poaching in,2015.76,3.299,2017.4095,0.0,0.0,-0.7,0.24409180763771046,0.2944109328392924,0.1545071030205305
The Glades why don't you stay over the,2017.74,2.64,2019.06,0.0,0.0,0.4,0.24397800382433268,0.2930945281124012,0.15583722309272538
line where you belong where do you get,2019.059,3.421,2020.7695,0.0,0.0,0.4,0.24384769050374486,0.2917019780514802,0.15726173356684686
that line stuff the glaze belong to,2020.38,3.12,2021.94,0.0,0.0,0.4,0.24375120051055638,0.29073172591959484,0.15826525115547901
you got a lot of nerve I know one Greek,2023.5,5.84,2026.42,0.0,0.0,0.3,0.2433278035634272,0.2868959307958848,0.16232557435943792
that's got a lot of nerve,2026.08,3.26,2027.71,0.0,0.0,-0.8,0.24319011122709625,0.2857565117319403,0.16356148183538188
oh I don't want to fight all I want to,2029.559,4.941,2032.0295,0.3098,0.0,0.6,0.2426783000950967,0.2818324097398323,0.16792770626076192
do is hold hands,2031.72,2.78,2033.11,0.0,0.0,0.7,0.24253814749725827,0.28082538740104507,0.16907644598127392
hey you're pretty,2035.32,2.9,2036.77,0.4939,0.25,0.7,0.24202773575132272,0.2773417793412213,0.1731425451670598
anybody ever telling you a pretty,2038.44,12.239,2044.5595,0.4939,0.25,0.7,0.24076083717722377,0.2695771669247616,0.18274387095969288
oh you don't need that come on ask me to,2050.679,4.261,2052.8095000000003,0.0,0.0,0.7,0.23915751084846879,0.26088512537989345,0.19443119153975552
kiss you I'll be glad to oblige do I,2053.139,4.7,2055.489,0.7003,0.5,-0.7,0.23858024087645127,0.2579692590706535,0.19858679403779234
have to ask no,2054.94,2.899,2056.3895,-0.296,0.0,0.6,0.23838010891403458,0.25697986427072117,0.20002461066239252
hey I want to know what's with you and,2058.3,3.74,2060.17,0.0772,0.0,0.4,0.23750658853574325,0.2527768216174405,0.206292903475484
he just wants to marry me that's all him,2062.2,5.28,2064.84,0.0,0.2,0.6,0.23635414198784752,0.24748158051096603,0.2145297743380681
he's too old for a kid like you he must,2064.96,4.439,2067.1795,0.3612,0.1,-0.7,0.2357467444838188,0.24478862795476986,0.2188109330940136
be at least 27. he's going to buy a,2067.48,3.359,2069.1595,0.0,-0.3,0.7,0.2352171929850119,0.2424896088192333,0.22248837740082808
house with his share of your sponges,2069.399,4.02,2071.409,0.296,0.0,0.2,0.23459848613195863,0.2398564476783156,0.22670499861385612
we're gonna move in have lots of kids,2070.839,5.221,2073.4495,0.0,0.0,0.7,0.23402168593044542,0.23744919481331267,0.23054643069800976
hey do you like blue eyes,2073.419,4.92,2075.879,0.3612,0.0,0.3,0.23331577979607324,0.2345608240192184,0.235115530361099
yes I do marry me and all your kids will,2076.06,3.839,2077.9795,0.4019,0.0,0.8,0.23268884618162877,0.23204503695077222,0.2390401926007467
have blue eyes I'll guarantee you,2078.339,5.55,2081.114,0.25,0.0,0.7,0.23172494392861337,0.2282606208539889,0.24480903809988092
personally you're real crazy,2079.899,5.161,2082.4795,-0.34,-0.4499999999999999,0.7,0.23129451671320547,0.22660126682835885,0.24727525991769458
cut it out Greek,2085.06,3.779,2086.9495,-0.2732,0.0,0.3,0.22984143371639115,0.22112714161763244,0.2550685595593025
it's all right,2086.919,5.24,2089.539,0.0,0.2857142857142857,0.4,0.22896914927792772,0.2179285867512778,0.2593338428818956
we've been properly introduced,2088.839,3.32,2090.499,0.0,0.0,0.5,0.22864015045142058,0.21673808487721316,0.26085916339478565
you're sure you don't want to be kissed,2092.379,6.121,2095.4395,0.5687,0.5,0.7,0.22689954877374618,0.21057460709350645,0.26814489038831213
you don't know what you're missing,2095.679,6.081,2098.7195,-0.296,-0.2,0.6,0.22570067794756213,0.20645224144557708,0.27238989454605816
let me know if you change your mind,2098.5,3.26,2100.13,0.0,0.0,0.2,0.22517466331275016,0.20467294467809125,0.2740672546135415
you smell prettier than any flower,2108.7,6.379,2111.8895,0.4767,0.0,0.8,0.2205505573626732,0.18972182038489535,0.2848111810619782
you're absolutely crazy,2111.579,3.5,2113.329,-0.4005,-0.5866728106763862,0.8,0.21995591789446436,0.18788126041533842,0.2857535518785223
come get him Tony don't hit him,2166.92,7.98,2170.91,0.0,0.0,-0.7,0.19164828923843266,0.1158489339191627,0.27819336682531176
he's mine he's all mine,2170.38,4.52,2172.6400000000003,0.0,0.0,0.6,0.19067664569633833,0.11382209198025962,0.2771551268400533
now I'll see how big a man you are,2177.7,4.82,2180.11,0.0,0.0,0.8,0.1864113388598614,0.1052280858247703,0.27253767390846917
without the ax,2179.74,2.78,2181.13,0.0,0.0,0.2,0.18582034668916173,0.10407575061767642,0.2718981246474042
how you want to fight,2182.859,4.74,2185.229,-0.3182,0.0,0.7,0.1834252292301632,0.09949995977382929,0.26932960822049223
conch Style,2185.44,5.0,2187.94,0.0,0.0,0.4,0.18182378039996414,0.09652409580130777,0.26764512028108295
Greek style,2187.599,2.841,2189.0195000000003,0.0,0.0,0.6,0.18118232647679514,0.09535077882892591,0.26698041038578485
hey stop and you don't know what'll,2192.94,3.48,2194.68,-0.296,0.0,-0.7,0.17778452659918603,0.08931212436046748,0.26358335907282626
he'll hurt your father you don't know my,2194.619,4.041,2196.6395,-0.5267,0.0,-0.7,0.17659522249161658,0.08726811176554124,0.26245358373059285
now we fight Greek style,2219.64,3.5,2221.39,-0.3818,0.0,0.4,0.161051529930472,0.06354910625856183,0.2506993349527879
he's had enough oh I won't hurt him,2234.28,5.339,2236.9495,0.4168,0.0,0.7,0.15085919881666052,0.05055329132844218,0.2455577459265001
I'm just going to make him eat this,2237.579,3.721,2239.4395,0.0,0.0,-0.7,0.14920334212078656,0.04860515986172427,0.2448852770187894
now you'll be a good boy and open your,2241.3,4.92,2243.76,0.4404,0.35,-0.7,0.14631582182774833,0.045309107890321124,0.24381321108803736
mouth come on come on,2243.4,5.4,2246.1,0.0,0.0,0.7,0.14474471341153547,0.04356814945247616,0.24328197404031093
come on open your mouth,2246.22,4.5,2248.47,0.0,0.0,0.7,0.14314857624911057,0.04183622989224624,0.2427787442445867
that's a good boy there,2250.72,5.05,2253.245,0.4404,0.6974697510607052,0.7,0.13991870066987627,0.03844170959111478,0.24186946575109142
how does it taste huh,2253.72,5.169,2256.3045,0.0,0.0,0.3,0.1378400400791681,0.03633268173672645,0.2413589946733996
what do you think of your fellow now huh,2263.98,4.859,2266.4095,0.0,0.0,-0.7,0.1309303488093687,0.029725959759888156,0.24006002202995047
not a very good fighter without the ACT,2266.619,5.941,2269.5895,-0.1888,-0.2692307692307691,-0.7,0.1287437816354945,0.027758848795941135,0.23977030163597948
huh hey Tony you kissed a girl goodbye,2268.839,6.74,2272.209,0.3818,0.0,0.2,0.12693893240702844,0.02617802209445752,0.23957311408646717
fresh Greek,2290.98,3.139,2292.5495,0.3182,0.15,0.7,0.11284517504331407,0.01508336555837894,0.23924865876312104
I gave that fellow a taste of my fist,2301.619,5.161,2304.1995,0.0,0.0,0.8,0.10474597667625125,0.009633170567045822,0.23995390057555754
all right okay now we go home,2309.4,5.699,2312.2495,0.2263,0.3928571428571428,0.5,0.09915579516683598,0.006233316400395891,0.2407849806738281
we're not going home,2312.579,5.461,2315.3095000000003,0.0,0.0,-0.7,0.09703433735556966,0.0050171766106041895,0.2411702758166121
we're going out to the 12 mile Reef,2315.099,6.48,2318.339,0.0,0.0,0.7,0.09493665645927689,0.0038537581729726545,0.24158792607770604
hi Mike Mike what you say,2318.04,5.46,2320.77,0.0,0.0,0.4,0.09325559773719194,0.002949063790779798,0.24194848061879573
I'm sick of going home with an empty,2321.579,2.881,2323.0195000000003,-0.6249,-0.4071428571428571,-0.7,0.09170202770264808,0.0021345846866886245,0.24230182089294308
when we go home we're going to have,2324.46,3.96,2326.44,0.0,0.0,0.4,0.0893438171588257,0.000937418656558252,0.24287451711435434
sponges a full load,2325.839,4.561,2328.1195,0.0,0.35,0.4,0.08818789264207025,0.0003676529280561543,0.24317100949887804
more than shinan,2328.42,3.72,2330.28,0.0,0.5,0.5,0.08670300424016418,-0.00034797973014516373,0.2435668922143596
we're gonna have money,2330.4,3.84,2332.32,0.0,0.0,0.7,0.0853032305117466,-0.001005966311454289,0.2439553663395031
we're gonna face the Forte,2332.14,4.32,2334.3,0.0,0.0,0.7,0.08394689716127218,-0.0016282733762060936,0.24434576851843778
a man has to do his work,2334.24,5.24,2336.86,0.0,0.0,0.4,0.08219678329336225,-0.00240925638951824,0.24486960342261166
he can be scared all the time,2336.46,6.32,2339.62,-0.4404,0.0,0.2,0.08031470018332647,-0.0032217325492538912,0.2454578606927592
it's marker,2401.8,3.14,2403.3700000000003,0.0,0.0,-0.7,0.039035609570311096,-0.014321995148865148,0.2641980997185215
what you thinking Mike,2406.9,4.199,2408.9995,0.0,0.0,0.3,0.03567121026216299,-0.014678638430645357,0.2661705546018576
I think about Tony,2408.94,5.77,2411.8250000000003,0.0,0.0,0.5,0.034004583752685356,-0.014824556559343137,0.26717035767943725
I promise it would work bottom okay,2411.099,24.601,2423.3995,0.4939,0.5,0.3,0.02734015134532747,-0.015201264589257779,0.2713158196006314
hey Tony you asleep,2437.619,4.341,2439.7895000000003,0.0,0.0,0.3,0.018390193325764723,-0.015168234560502146,0.2772443210361096
that noise,2442.66,3.48,2444.4,0.0,0.0,-0.7,0.01598430661819052,-0.015048525140124246,0.27890674874299676
like Waterfront,2444.28,4.86,2446.71,0.3612,0.0,0.7,0.014798374676791782,-0.01497140849521034,0.27973672990662063
you hear it that's awesome,2446.14,6.12,2449.2,0.6249,0.6974697510607052,0.8,0.013534918475294418,-0.014875799026631947,0.2806285558146012
that's the reef breathing,2449.14,5.52,2451.9,0.0,0.0,0.7,0.012182652557055668,-0.014757797786131862,0.28159169310739646
I tell you true Tony,2452.26,4.579,2454.5495,0.4215,0.35,0.8,0.010873939804619114,-0.014627836910596215,0.28253224919564907
it's beautiful down there,2454.66,6.179,2457.7495,0.5994,0.3472222222222222,0.7,0.009317872987257638,-0.014452633147124002,0.28366130581958676
way down there's lots of fish,2456.839,6.701,2460.1895,0.0,-0.1555555555555555,0.7,0.00814975009594,-0.014305964629031538,0.28451648541925806
all kinds of fish all the life is in the,2460.839,3.601,2462.6395,0.0,0.0,0.5,0.00699311029433109,-0.014147595819752628,0.28536964456674885
dirtiest thing you've ever seen,2464.44,4.919,2466.8995,-0.5267,0.0,-0.7,0.0050215248376854265,-0.01384651290971339,0.28683845581644685
there's grass down there grass like in,2469.359,4.26,2471.489,0.3612,-0.1555555555555555,0.4,0.002954922802091223,-0.013486949783631231,0.28839751463696983
the forest,2472.24,3.24,2473.86,0.0,0.0,0.7,0.0019111615357548344,-0.01328743734132126,0.2891924214241078
and when the tide runs,2473.619,4.321,2475.7795,0.0,0.0,0.3,0.0010782779395630219,-0.01311926648497243,0.2898302974379416
it makes that grass move,2475.48,5.54,2478.25,0.0,0.0,0.7,2.2475624207657884e-05,-0.012894278083022946,0.2906434160005366
Like the Wind,2477.94,3.08,2479.48,0.3612,0.0,0.8,-0.0004963267650702104,-0.012778751495891342,0.29104480512479597
oh it's beautiful,2485.859,4.381,2488.0495,0.5994,0.6974697510607052,0.8,-0.003981503817169215,-0.011912121598038969,0.29377205983881244
there are caves down there full of,2488.14,3.9,2490.09,0.0,0.0972222222222222,0.4,-0.004777300217575851,-0.011690599248879765,0.2944021689538644
sponges you have never seen so many,2490.24,4.14,2492.31,0.0,0.5,0.7,-0.005627879800986154,-0.011443319284579494,0.295078607201734
sponges you go in you pick you pick all,2492.04,5.11,2494.595,0.0,0.0,0.4,-0.006486608585042586,-0.011182172083162639,0.29576457073090073
you want millions of sponges,2494.38,6.299,2497.5295,0.0772,0.0,0.6,-0.007564177711103841,-0.01083726853810616,0.29662958437903475
first time you go down in deep water,2502.38,6.84,2505.8,0.0,0.0314814814814814,0.4,-0.010444902328570746,-0.009811229513257214,0.2989641498217091
you get scared,2506.14,3.08,2507.68,-0.4404,0.0,-0.7,-0.01106685543636992,-0.00956761414455392,0.29947215284302364
