text,start,duration,time_midpoint,vader,textblob,llama3,vader_norm,textblob_norm,llama3_norm
Tod thank you good even no limit on the,1231.96,5.599,1234.7595,0.4939,0.7,0.7,0.20096882379818898,0.004201114431872478,0.3295109629017975
cream but all the people around here,1235.48,4.48,1237.72,0.0,0.0,0.2,0.2001956806320728,0.004057391589503568,0.32969157571160806
back one on the right Mr oh thank,1245.48,4.559,1247.7595,0.3612,0.1428571428571428,0.4,0.19728645352926868,0.0035715691707791154,0.3300855018377235
you who is M Long Street Mary one of the,1250.24,4.96,1252.72,0.0,-0.05,0.4,0.1956977667226166,0.0033327755966854255,0.3301496868546219
teachers down at school a stranger in,1253.0,6.24,1256.12,0.0,-0.1555555555555555,-0.7,0.19455600906533646,0.0031697212430787133,0.33014155405625945
town I issued the license oh yep I'm,1255.2,6.359,1258.3795,0.296,0.0,0.4,0.19377474974155134,0.0030616766804222335,0.3301121053044078
Checkers all,1267.52,3.2,1269.12,0.0,0.0,0.2,0.18983702033043762,0.0025521394944416453,0.3296995642034108
right to clerk H yeah well that must be,1271.76,6.88,1275.2,0.5106,0.2857142857142857,0.2,0.18746225285539292,0.002267191474756534,0.3292578581797219
quite a responsibility oh town clerk,1276.2,4.959,1278.6795,0.0,0.0,0.2,0.18606218631422464,0.002105436778607793,0.32893441287301745
runs the town you might,1278.64,8.399,1282.8395,0.0,0.0,0.4,0.18435322093461198,0.001913422683109499,0.328478286765401
see we usually make it for 15,1281.159,10.201,1286.2595,0.0,-0.25,0.3,0.18292233999304358,0.0017567641154634813,0.32804541406925686
20 we often play as high as 25 cents the,1287.039,8.041,1291.0595,0.34,0.16,0.3,0.18087924903303865,0.0015388488865699026,0.32734763460186483
game well it's kind of stiff for me but,1291.36,6.24,1294.4799999999998,0.1406,-0.0047619047619047,0.2,0.17940159290894603,0.0013850438158789246,0.3267846528325366
I'll take a flyer make a million ler,1295.08,5.16,1297.66,0.0,0.0,0.7,0.17801385942873893,0.001243223754311688,0.3262111333595048
that's the way it,1297.6,2.64,1298.9199999999998,0.0,0.0,0.4,0.17746069296111808,0.001187354765857272,0.3259703382573169
goes I move,1302.6,5.04,1305.12,0.0,0.0,0.5,0.174716037896994,0.0009152537220934276,0.3246712812594341
right well you must uh know just about,1307.64,5.8,1310.5400000000002,0.2732,0.2857142857142857,-0.7,0.17229338118409537,0.0006814288920161194,0.3233766100289372
everybody in town here not just about,1310.48,5.679,1313.3195,0.0,0.0,0.6,0.17104565063751312,0.0005630698171662077,0.3226536837785531
know everybody you're on,1313.44,6.599,1316.7395,0.0,0.0,0.5,0.16950775420085837,0.0004189461496784665,0.3217082116970554
business mhm,1316.159,3.88,1318.0990000000002,0.0,0.0,0.2,0.16889607108398105,0.0003621307643150136,0.32131500900900023
uh-huh School business oh no,1323.36,7.64,1327.1799999999998,-0.296,0.0,-0.4,0.16481756260322797,-1.0079890380578697e-05,0.31842943710069327
bu oh antique dealer they all come to,1339.12,6.48,1342.36,0.0,0.0,0.4,0.1581172498827789,-0.0006013952002064359,0.31255805496013384
Harper judge long Street's got the best,1343.279,3.76,1345.159,0.6369,0.475,0.7,0.15691067754013407,-0.0007058406834422481,0.3113263113719977
collection in these parts won't do you,1345.6,2.88,1347.04,0.0,0.0,-0.7,0.15610653008362735,-0.0007751815854566697,0.31047169442186995
no good though no I I'm supposed to,1347.039,3.601,1348.8395,-0.5583,-0.35,-0.7,0.15534267022725826,-0.0008408676857257307,0.30963371500522646
sell happened to know there any other,1352.279,7.121,1355.8395,0.0,-0.125,-0.5,0.1524281251969988,-0.0010901588823250914,0.30618147534632856
out of town bu us here uh let me come to,1355.2,5.52,1357.96,0.0,0.0,0.4,0.15156506573356568,-0.001163664795902901,0.305074319913786
think of it there's fell come in this,1359.4,6.04,1362.42,0.0,0.0,0.2,0.14978367647486845,-0.0013151084768322323,0.3026507842155527
morning yeah came on the same bus with,1360.72,7.12,1364.28,0.296,0.0,0.3,0.14905526430502739,-0.0013769743954671777,0.30160163509014426
you left his suitcase here never did,1365.44,4.119,1367.4995,0.0,0.0,-0.7,0.14781608672527558,-0.0014822193703637916,0.29973149313239245
come back for,1367.84,4.959,1370.3194999999998,0.0,0.0,0.4,0.14675448236790367,-0.001572452718327557,0.29803642357445165
it he might have been one of,1369.559,4.761,1371.9395,0.0,0.0,0.2,0.14615519807675376,-0.001623449695300912,0.2970383511078275
no no he was more of the missionary type,1374.32,5.719,1377.1795,0.2235,0.5,0.3,0.1442728943162378,-0.0017841154010187826,0.2936870087852047
wasn't in here but a minute just looked,1378.48,5.52,1381.24,0.0,0.0,0.2,0.14287713703713142,-0.0019040007927378039,0.29095900169652855
in the phone book tiny little FY was,1380.039,8.281,1384.1795,0.0,-0.09375,0.2,0.14190333050452558,-0.0019882065643821605,0.2889116283012726
finish uh unfortunate looking hurt your,1384.0,7.0,1387.5,-0.7506,-0.5,-0.7,0.14084231877449627,-0.002080660244147109,0.2865247093865294
head Mister uh uh no no nothing serious,1388.32,6.599,1391.6195,0.1837,-0.3333333333333333,-0.7,0.13958652343595515,-0.0021913437619567443,0.2834526687879684
oh that's too,1391.0,3.919,1392.9595,0.0,0.0,-0.7,0.13919308771505953,-0.0022263710541128605,0.28242666842875647
bad it's a game you got to keep your,1397.84,4.439,1400.0594999999998,-0.5423,-0.5499999999999999,-0.7,0.1372388542874066,-0.0024037659068683118,0.2767682347527962
on 25 cent,1402.32,3.92,1404.28,0.0,0.0,0.4,0.13618684920736213,-0.002502517336665457,0.2732248732805324
I won't pretend I'm not disappointed,1412.4,4.56,1414.68,0.431,0.375,-0.7,0.13397467115234982,-0.0027236511993370574,0.2639068454535772
hello father has anybody seen my brand,1414.64,4.519,1416.8995,0.0,0.0,0.2,0.13357691875146085,-0.0027665726167393507,0.2618086342501851
new husband don't tell me he's deserted,1416.96,4.599,1419.2595,0.0,0.1363636363636363,-0.7,0.13318349022101958,-0.0028101751267416665,0.25953777540979356
you already Yes looks as if the brute,1419.159,4.041,1421.1795000000002,0.4019,0.0,0.2,0.13288579743533674,-0.0028438205367941043,0.2576622346700755
listen R have you seen,1421.559,4.081,1423.5995,0.0,0.0,0.2,0.13253912714310184,-0.002883523043105055,0.25526532940980196
Charles you go find him for me go on go,1423.2,5.56,1425.98,0.0,0.0,0.3,0.13222910693845585,-0.0029192323222747164,0.25287489492155935
on go find Charles hurry,1425.64,3.12,1427.2,0.0,0.0,0.4,0.1320821115291961,-0.0029361088551753283,0.2516383511934741
I've looked everywhere for him Mary and,1455.919,3.36,1457.5990000000002,0.0,0.0,0.3,0.13099176507726992,-0.002873753793041767,0.2196789139013652
I can't find him I wonder where he could,1457.32,4.64,1459.64,0.0,0.0,0.4,0.13109376201686213,-0.0028246308326802475,0.21754664680125593
be I'm getting worried are you darling,1459.279,5.041,1461.7995,0.3818,0.0,0.4,0.1312254038525678,-0.002764855295922114,0.21530547026412056
what about,1461.96,4.839,1464.3795,0.0,0.0,0.2,0.13141458421564664,-0.002682490601209563,0.21265140580114683
don't you think you'd,1468.32,3.719,1470.1795,0.0,0.0,-0.5,0.1319662334319063,-0.0024511232815409563,0.20679966079738052
better after all aren't we supposed to,1470.039,4.481,1472.2795,0.4404,0.5,0.3,0.1322089436192297,-0.0023506699698143856,0.2047273189811539
be going on a honeymoon or something,1472.039,3.391,1473.7345,0.0,0.0,0.7,0.13239046290476264,-0.002275615364732628,0.20330795741442906
hello there,1545.559,5.281,1548.1995,0.0,0.0,0.3,0.15588371943875995,0.009838031346754426,0.16699948110885876
hello was that you working up there on,1548.48,4.64,1550.8,0.0,0.0,0.2,0.15719360161691293,0.010636755223756268,0.16767327058867573
the clock no no I was just cleaning,1550.84,5.12,1553.4,0.2235,0.0,-0.7,0.15853529139959743,0.01146631522151799,0.16852269340010162
around it oh it's beautiful thing what I,1553.12,5.76,1556.0,0.5994,0.7047925733127844,0.7,0.1599089433335631,0.012327414388357785,0.1695522439287625
can see out front beautiful,1555.96,5.12,1558.52,0.5994,0.7047925733127844,0.7,0.1612707421684587,0.013192638420407915,0.17072615379882977
yes my name is Wilson oh I'm Long Street,1558.88,4.24,1561.0,0.4019,-0.05,0.4,0.1626400698260893,0.01407405032373768,0.17205452880539482
no Long Street I'm glad to know you Mr,1561.08,4.199,1563.1795,0.2023,0.2625,0.4,0.16386728076906998,0.014873549299091654,0.17336673944211234
Wilson I uh couldn't judge any too well,1563.12,4.12,1565.1799999999998,0.2732,0.0,0.2,0.16501325286440366,0.015628170489259567,0.17469271897356514
out front but I'd say it was uh late,1565.279,4.961,1567.7595,0.0,-0.3,0.2,0.16651845115461558,0.01663098253929182,0.1765752669998874
16th century probably by hobre of,1567.24,6.88,1570.68,0.0,0.0,0.2,0.16825998115193888,0.017807486790798716,0.17893274406082021
sturg now the clock well I wouldn't know,1570.24,5.84,1573.16,0.2732,0.0,-0.7,0.16976988303701918,0.0188413881235414,0.18111364299402175
my brother-in-law is going to work on,1574.12,5.84,1577.04,0.0,0.0,0.4,0.17218914863334833,0.02052435287501365,0.1848351606186728
it is he up there now no no he's on his,1576.08,5.8,1578.98,0.2235,0.0,0.4,0.17342477777704418,0.021396254065114934,0.18682919154219532
honeymoon he plans to work on it when he,1579.96,6.199,1583.0595,0.0,0.0,-0.7,0.17607942474989116,0.023297150281988033,0.19129057460909804
gets back oh is he an expert well yes,1581.88,5.84,1584.8000000000002,0.5859,0.0,0.4,0.17723518091791549,0.024136386720284272,0.19329768254488766
but it's really more of a hobby with,1586.159,3.161,1587.7395,0.0,0.5,0.3,0.17921846687326967,0.025592725002852985,0.1968175532442393
really well it is with me too,1589.32,8.04,1593.34,0.3384,0.2,0.7,0.18310568766441693,0.028505472367208927,0.20393245858295703
honeymoon yes he and my,1593.679,6.521,1596.9395000000002,0.4019,0.0,0.7,0.18567884631326245,0.030475214784870936,0.20875252060565327
sister um he's has to be back on Friday,1597.36,5.84,1600.28,0.0,0.0,0.2,0.1881189610042731,0.032373137624632675,0.2133730203134613
because of the examinations,1600.2,7.04,1603.72,0.0,0.0,0.2,0.19068396559394168,0.034399200104232204,0.21825780630682043
H he's one of the teachers of the,1603.2,4.04,1605.22,0.0,0.0,0.2,0.19181895806291324,0.035305727917909396,0.22042258881060184
school his name is,1608.88,3.44,1610.6,0.0,0.0,0.2,0.19597203284645068,0.038674382868768085,0.22832679151616936
Ranken it's nice to be able to to show,1615.799,3.76,1617.679,0.4215,0.55,0.4,0.20163149404098238,0.043392667625931004,0.23895102173053429
it to someone who knows what rier Sila,1617.799,4.641,1620.1195,0.0,0.0,0.5,0.20363362152104425,0.045096405867699474,0.24264197838503215
is all about but personally my specialty,1619.559,5.84,1622.479,0.0,0.0,0.5,0.20559404850299462,0.046781887505423995,0.2462122460311177
is puta oh yes uh,1622.44,7.719,1626.2995,0.4019,0.0,0.2,0.208819784723879,0.04959190843339478,0.2519789233870943
puta uh the uh Riv workmanship although,1625.399,7.241,1629.0195,0.0,0.0,0.3,0.2111549419765152,0.05165427808623359,0.25605966744096204
sometimes heavy in design almost,1630.159,5.161,1632.7395,0.0,-0.2,0.2,0.21440037135993673,0.054559352986442315,0.2615854106743012
invariably shows the sign of a master,1632.64,4.56,1634.92,0.0,0.0,0.7,0.21633039685099315,0.05630813154429646,0.26478482189072294
Craftsman it's it's,1635.32,6.2,1638.4199999999998,0.0,0.0,0.2,0.21946877356744962,0.05918565378805657,0.2698391193032927
beautiful Noah hello hello,1637.2,4.32,1639.36,0.5994,0.7047925733127844,0.7,0.22031886754984983,0.05997257606560076,0.271175090097502
honey Mr Wilson my daughter Mary oh how,1641.76,4.84,1644.18,0.0,0.0,0.7,0.22471236763210303,0.06409384394408414,0.27783885708767214
do you do son-in-law Charles Rankin how,1644.44,4.56,1646.72,0.0,0.0,0.3,0.22704270738771,0.06631908142380362,0.2811983482503077
do you do how do you do I hope you don't,1646.6,4.319,1648.7595,0.4404,0.0,-0.5,0.22891679344702368,0.0681299470365442,0.2838048958178784
mind my intruding on your homecoming,1649.0,2.84,1650.42,0.0,0.0,0.3,0.23044253598788747,0.06961902144598223,0.28586069660901786
good evening,1650.919,3.281,1652.5595,0.4404,0.7,0.4,0.23240580491148116,0.07155572099933381,0.2884136062639798
Mary Jeff how are you fine you're,1651.84,5.04,1654.36,0.2023,0.4166666666666667,0.7,0.2340536432675524,0.07320015011453596,0.29047154193948604
looking good welcome home Miss Mary dear,1654.2,4.68,1656.54,0.7845,0.7047925733127844,0.7,0.23604069142732584,0.07520746585550214,0.292843521600485
Sarah if you don't sit down it'll get,1658.88,5.12,1661.44,0.0,-0.1555555555555555,0.4,0.24045838927591712,0.07977529924374316,0.2976439010577172
cold come on,1661.48,4.88,1663.92,0.0,-0.6,0.4,0.24265946152847134,0.08211153482994488,0.2997634463571081
J well sister how are the mountain they,1664.0,5.88,1666.94,0.2732,0.0,0.2,0.24529913032752687,0.08497345442826694,0.30203369434727534
were perf marvelous Mr Wilson will you,1666.36,4.919,1668.8194999999998,0.5994,0.7047925733127844,0.7,0.24691581753287659,0.08676197941821277,0.3032626879088953
come sit over here on my right Jeff,1669.88,3.919,1671.8395,0.0,0.2857142857142857,0.5,0.24946541853578066,0.08964423213996274,0.30492198486329714
you're usual place D you're right there,1671.279,4.361,1673.4595,0.0,0.0178571428571428,0.7,0.2508060736984624,0.09119317437876148,0.30564345909779317
you ought to see Charles on skis he's,1673.799,3.88,1675.739,0.0,0.0,0.5,0.25265733780840244,0.09337421883717326,0.3064487698748838
absolutely wonderful yes down and you,1675.64,3.36,1677.3200000000002,0.7889,0.4222222222222222,0.7,0.2539154203738805,0.09488699298989073,0.3068575024174393
are and I'm pretty good too aren't I,1677.679,3.12,1679.239,0.7269,0.475,0.7,0.25541192323371725,0.09672209855246595,0.3071821439128803
very well for a beginner do you remember,1679.0,2.96,1680.48,0.3384,0.2,0.7,0.2563608889642293,0.09790766231685054,0.3072887993711925
to keep your knees together in your,1680.799,5.401,1683.4995,0.0,0.0,0.2,0.2586039600198416,0.10078604728812823,0.307195922761084
apparatus in yes freshy I did Mr Wilson,1681.96,6.719,1685.3195,0.4019,0.0,0.3,0.2599080557030797,0.10251513824137286,0.3068895499291668
here is comparing a catalog of Paul Riv,1686.2,5.079,1688.7395,0.0,0.0,0.4,0.2622533566603655,0.1057480209817322,0.3057948241407038
silver how nice Mr Wilson is also an,1688.679,4.641,1690.9995,0.4215,0.6,0.4,0.2637227298039319,0.10786985332355242,0.3047177610042263
authority on clars oh really that's,1691.279,3.76,1693.159,0.0772,0.2,-0.7,0.26506302512751917,0.1098843220576024,0.3034422201513619
Charles hobby too yes though your,1693.32,3.44,1695.04,0.4019,0.0,0.3,0.26617720064846934,0.11162721877794862,0.3021455790394357
brother tells me I understand you got to,1695.039,4.841,1697.4595,0.0,0.0,0.4,0.2675338916258177,0.113850967213128,0.30023850759754855
fix the one on the church Tower I may,1696.76,6.36,1699.94,0.0,0.0,0.4,0.26883115259443535,0.11610718420009175,0.29802215064845156
try well it's quite an undertaking not,1699.88,4.72,1702.24,0.2732,0.0,0.3,0.2699451567595695,0.11817553288971162,0.29574830001045177
show the kind of a wife I am I hope he,1703.12,3.64,1704.9399999999998,0.4404,0.6,0.4,0.2711384996434965,0.12057151974315178,0.2928327320574878
fails I like Harper just the way it is,1704.6,4.28,1706.74,-0.0772,-0.5,0.7,0.2718625303203338,0.12214796917289125,0.29075344957982036
even to the clock doesn't,1706.76,5.399,1709.4595,0.0,0.0,-0.7,0.27284322323184684,0.12449541952174037,0.2874259238435546
run have you been in harer Long Mr,1708.88,6.919,1712.3395,0.0,-0.05,0.3,0.2737270087010884,0.12693287291982344,0.28368427110177147
Wilson since uh Friday a week,1712.159,6.321,1715.3195,0.0,0.0,0.2,0.2744660069034492,0.12939796424527628,0.27961006913525016
ago well you lost today I passed you up,1715.799,5.801,1718.6995,-0.0516,0.0,-0.7,0.27507776574028947,0.13211789870154875,0.27478350932384826
on Friday by the way how's the head oh,1718.48,4.96,1720.96,0.0,0.0,0.2,0.2753468296866353,0.13388859963665933,0.2714580126922947
very much improved thanks to you Doctor,1721.6,3.799,1723.4995,0.7609,0.23,0.9,0.275509957692262,0.13582866702274934,0.26765086885015393
you were hurt on Thursday remember the,1723.44,2.839,1724.8595,-0.5267,0.0,-0.7,0.27553506693474794,0.13684528385332925,0.2655882485108836
day of the,1725.399,4.721,1727.7595,0.0,0.0,0.2,0.27543918513684135,0.1389584869177839,0.2611532811162958
wedding yes that's right uh Wednesday I,1726.279,6.361,1729.4595,0.4019,0.2857142857142857,0.2,0.275285948523936,0.14016133100617303,0.2585405345801786
go you were hurt Mr Wilson oh nothing,1733.679,4.561,1735.9595000000002,-0.5267,0.0,0.2,0.2740076525853066,0.14449803415674212,0.2485933576206994
well serious enough to raise a bump on,1738.24,3.88,1740.18,0.2023,-0.1666666666666666,0.3,0.2725603885971033,0.14707450007300896,0.24229521579184576
his head the size of a billiard ball the,1740.0,4.519,1742.2595,0.0,0.0,-0.7,0.27166090407359056,0.14827002731095884,0.23927356753816284
door thing your back sister that dog of,1744.64,4.08,1746.68,0.0,0.0,0.2,0.26935230958932366,0.1506488296169205,0.23304470829988408
yours has been,1747.2,3.44,1748.92,0.0,0.0,-0.5,0.2679861111331275,0.1517709472251963,0.22998793224476144
inconsolable well all right red wait a,1748.72,3.72,1750.58,0.2732,0.1428571428571428,-0.7,0.2668923862213337,0.15256684077841062,0.22776528314042768
minute here you are it's for missing me,1750.64,4.399,1752.8395,-0.296,-0.2,0.7,0.26529647290612196,0.15360183763737792,0.22479769137704633
how's that yeah it's a good boy how was,1752.44,6.119,1755.4995,0.6249,0.7,0.7,0.2632655757566259,0.15474962453583935,0.2213885213289423
your meeting Adam irritating foreign,1755.039,5.841,1757.9595,-0.4588,-0.2625,-0.7,0.26124776299564767,0.1557439029871314,0.21831596671117162
policy Association I read that Fell's,1758.559,3.801,1760.4595,0.0,0.0,0.2,0.2590665895714606,0.15668900133647914,0.21527149880260604
Standish I think he's full of prunes,1762.36,4.08,1764.4,0.0,0.35,-0.7,0.2553779246442958,0.15804688064767294,0.21063016519612582
well that's the way we used to talk in,1765.2,3.52,1766.96,0.2732,0.0,0.2,0.25282808317369293,0.1588439318697028,0.20771646209028613
the 1930s Noah,1766.44,5.839,1769.3595,0.0,0.0,0.4,0.2503361062393813,0.1595310651414232,0.20505697572581943
sish the uh London Times man in Berlin,1768.72,5.959,1771.6995,0.0,0.0,0.2,0.24781677739547237,0.16014599526882603,0.20252925557002566
yes of course he was quoting rumors,1772.279,5.76,1775.159,0.4019,0.0,-0.7,0.2439428975438063,0.16095675053853858,0.19890956510487684
mostly men drilling By Night underground,1774.679,6.521,1777.9395000000002,0.0,0.5,0.4,0.2407111461401176,0.16152460248456296,0.19610021834743
meeting places Pagan rituals do you,1778.039,6.88,1781.479,0.0,0.0,0.2,0.23646079382299176,0.1621413494631306,0.19265049622120964
believe in Paul well anything's,1781.2,6.4,1784.4,0.2732,0.0,0.6,0.23285080658020535,0.1625623205453547,0.18990846365564898
possible I'm sorry sir but I think it's,1784.919,5.561,1787.6995000000002,-0.0387,-0.25,0.3,0.2286763514827689,0.1629438639469583,0.18692307725160506
ridiculous oh there may be some fanatics,1787.6,4.679,1789.9395,-0.3612,-0.3333333333333333,0.2,0.2257915636538951,0.16314698585570978,0.18496290473082053
but no German in his right mind can,1790.48,4.799,1792.8795,-0.4215,0.1428571428571428,-0.7,0.2219523757305109,0.16334609117931018,0.1824705310445102
still have a taste for,1792.279,3.0,1793.779,0.0,0.0,0.4,0.22076730297038563,0.16339188444226396,0.18172598428550285
war do you know Germany Mr,1795.559,4.0,1797.559,-0.5994,0.0,0.2,0.2157434791084191,0.16350803431214442,0.17868792500066458
Ranken I'm sorry,1800.159,6.24,1803.279,-0.0772,-0.5,-0.7,0.2080481519647127,0.16345433591941635,0.1743635619836813
I I have a way of making enemies when,1802.64,6.159,1805.7195,-0.4939,0.0,-0.7,0.20474808789538143,0.16334939097101658,0.17261604253929214
I'm on that subject I pretty,1806.399,5.481,1809.1395,0.4939,0.0416666666666666,0.4,0.20012360960506909,0.16312178214671355,0.17026284641917344
unpopular well we shall consider it the,1808.799,5.641,1811.6195,0.2732,0.0,0.3,0.19677915266874102,0.1628989915415898,0.16862500916875062
objective opinion of an objective,1811.88,4.6,1814.18,0.0,0.0,0.0,0.19334201821590882,0.16261898610296177,0.1669933435583011
historian a psychiatrist could explain,1816.48,5.4,1819.18,0.0,0.0,0.2,0.186704413909224,0.16192909910299266,0.16397691379001014
it better the German sees himself as the,1819.0,5.32,1821.66,0.4404,0.25,0.4,0.1834621938865537,0.16151830536706482,0.16256212356321595
innocent victim of world envy and hatred,1821.88,5.639,1824.6995,-0.7184,0.2125,0.7,0.1795466486755533,0.16095431687756484,0.16089986922920022
conspired against set upon by inferior,1824.32,5.959,1827.2995,-0.4019,0.0,-0.7,0.17625678076384987,0.16042001940994544,0.15953939885552781
peoples inferior Nations he cannot admit,1827.519,5.121,1830.0795,-0.5093,0.0,-0.8,0.1728090451917862,0.15979692643317944,0.1581460740066268
to error much less to wrongdoing not the,1830.279,4.841,1832.6995,-0.4019,-0.1666666666666666,0.4,0.1696341206740989,0.15916167143046597,0.15688976480699102
German we chose to ignore Ethiopia and,1832.64,4.68,1834.98,-0.3612,0.0,-0.7,0.16693562498411837,0.15857154358620434,0.15584022975543046
Spain but we learned from our casualty,1835.12,4.2,1837.22,-0.6808,0.0,-0.7,0.1643492472152188,0.15795882707573747,0.15484842224522474
list the price of looking the other way,1837.32,3.44,1839.04,0.0,-0.125,-0.7,0.16229808151844338,0.15743727001820276,0.15407060912075282
men of Truth everywhere have come to,1839.32,5.199,1841.9195,0.3182,0.0,0.8,0.15915175719097346,0.1565694584744105,0.15289034175143462
know For Whom the Bell told but not the,1840.76,6.48,1844.0,0.0,0.0,0.2,0.15695900839199087,0.15591054193780152,0.15207522724065606
German he still follows his Warrior,1844.519,5.52,1847.279,0.0,0.0,0.7,0.15365082662685844,0.15481897086374727,0.15085315400164875
guards marching to vagian strains his,1847.24,5.2,1849.84,-0.296,0.0,0.4,0.1512014112877273,0.1539222769022959,0.14995070396680324
eyes still fixed upon the fiery sword of,1850.039,4.601,1852.3395,-0.34,0.1,0.6,0.14893216382482974,0.1530106987759013,0.14911281379029498
seek freed and in those Subterranean,1852.44,4.04,1854.46,0.4019,0.0,-0.7,0.14710612685095947,0.15220974785895225,0.1484344498723875
meeting places that you don't believe in,1854.64,3.8,1856.54,0.0,0.0,-0.7,0.1454076426777402,0.15139999167411433,0.14779738921603314
the Germans dream comes alive and he,1856.48,4.36,1858.66,0.5574,0.1,0.7,0.14377392741067926,0.15055058812724548,0.1471763730937994
takes his place in shining armor beneath,1858.44,6.119,1861.4995,0.0,0.0,0.7,0.14173709082827532,0.14937569135339948,0.14638829999365402
the banners of the tonic Knights mankind,1860.84,5.839,1863.7595,0.0,0.0,0.4,0.14023604364357262,0.14841083795415905,0.14579595385208313
is waiting for the Messiah but for the,1864.559,6.0,1867.559,0.0,0.0,-0.7,0.13794317424267272,0.1467311066731162,0.1448676508252961
German the Messiah is not the Prince of,1866.679,8.321,1870.8395,0.0,0.0,-0.7,0.1361864349549223,0.1452245711321655,0.14413200667693613
Peace he's he another,1870.559,7.84,1874.479,0.5423,0.0,0.4,0.13446700880789986,0.1434945152701488,0.14338442420422376
Barbarosa another,1875.0,3.399,1876.6995,0.0,0.0,-0.7,0.1335312067286131,0.14240971715135697,0.14296248770317602
Hitler well then you uh you have no,1879.44,5.4,1882.14,-0.0258,0.0,0.4,0.131579852263767,0.13966215340208446,0.1420331857382662
faith in the reforms that are being,1882.919,3.24,1884.539,0.4215,0.0,0.7,0.13086494777803148,0.13841178770987664,0.14166856523546778
affected in,1884.84,4.64,1887.16,-0.1531,0.0,-0.7,0.13017950603058462,0.1370197494298618,0.14130034515192122
Germany I don't know Mr Wilson I can't,1886.159,5.841,1889.0795,0.0,0.0,0.2,0.12973813009533344,0.13598360971105655,0.14105000639595222
believe that people can be reformed,1889.48,3.52,1891.24,0.0,0.0,0.7,0.12929997460908288,0.1348010266062899,0.14078716337197905
except from,1892.0,3.679,1893.8395,0.0,0.0,0.2,0.1288513707190344,0.13335591291998836,0.14049660924213667
within the basic principles of equality,1893.0,4.24,1895.12,0.0,0.0,0.7,0.1286605899430803,0.13263538912806067,0.1403634855895922
and freedom never have never will take,1895.679,3.24,1897.299,0.6369,0.0,-0.7,0.12837970202420268,0.1313965330016985,0.14015164586447268
root in Germany the will to Freedom has,1897.24,4.08,1899.28,0.6369,0.0,0.7,0.12817015434750412,0.13025669250439667,0.13997464679570226
been voiced in every other tongue all,1898.919,4.801,1901.3195,0.0,-0.125,0.8,0.12799771363327467,0.12907014470374534,0.139807398684652
men are created equal Liber gity,1901.32,7.04,1904.84,0.25,0.0,0.8,0.12779674649840997,0.1269921107332553,0.1395529005933658
fraternity but in German there's Marx,1903.72,6.24,1906.84,0.0,0.0,0.2,0.1277333530021158,0.12579545600101796,0.13942673067324787
proletarians unite who have nothing to,1908.36,4.039,1910.3795,0.0,0.0,-0.8,0.12770332030557133,0.12365058876198384,0.13923426418561738
lose but your chains but Marx wasn't a,1909.96,5.12,1912.52,-0.2144,0.0,0.4,0.12773189141428587,0.12233750156924601,0.1391359995847328
German Marx was a Jew but my dear,1912.399,4.601,1914.6995,0.5267,0.0,0.3,0.1277938365187747,0.12098875177294506,0.13904920418716823
Charles if we concede your argument,1915.08,3.599,1916.8795,-0.3612,0.0,0.4,0.1278861709472752,0.11962838041484185,0.13897512185801567
there there is no,1917.0,5.08,1919.54,-0.296,0.0,-0.5,0.12803593964544785,0.1179536214596723,0.13890101225663773
solution well so once again I differ,1918.679,5.12,1921.239,0.5267,0.0,0.2,0.12815072528598212,0.11687617265343393,0.1388625510201316
what is it,1922.08,4.24,1924.2,0.0,0.0,0.7,0.1283818785224571,0.11498448173470255,0.13881097213733204
Annihilation down to the last babe in,1926.32,6.16,1929.4,0.0,-0.0777777777777777,-0.7,0.12886461601780289,0.11162316983552013,0.13876350234969467
arms oh Charles I can't imagine you're,1929.88,4.88,1932.32,0.0,0.0,0.3,0.12916674753645982,0.10971604556381821,0.13875816473945496
advocating a carthaginian,1932.48,4.679,1934.8195,0.0,0.0,0.4,0.1294366241879842,0.10807360021535725,0.13876425952265123
piece well as a historian I must remind,1934.76,3.6,1936.56,0.2732,0.0,0.4,0.1296282977281677,0.10692493338721996,0.138773756272184
you that the world hasn't had much,1937.159,4.281,1939.2995,0.0,0.2,0.3,0.1299323559434276,0.10510944455630226,0.13879653691136035
"trouble from Carthage in the past 2,000",1938.36,7.0,1941.86,-0.4019,-0.225,0.3,0.13021485711478437,0.10340509627958183,0.13882548354136165
years well there speaks our,1941.44,6.28,1944.58,0.2732,0.0,0.2,0.130507971899671,0.10158765818500368,0.13886312094346917
pedagogue uh speaking of teachers Mr,1945.36,4.6,1947.66,0.0,0.0,0.3,0.13082445827363623,0.09952236385037071,0.1389127325385889
Wilson yes yeah the faculty is coming,1947.72,3.799,1949.6195,0.5994,0.0,0.2,0.13101382561483346,0.0982050432889639,0.13894735358502563
for tea next Tuesday if you have nothing,1949.96,4.12,1952.02,0.0,0.0,0.4,0.13122960010184392,0.09658834575130823,0.13899218704540794
better to do would you like to join,1951.519,7.64,1955.339,0.765,0.5,0.4,0.13149195774239716,0.09434905076265465,0.13905702960257754
us I'd like to but uh my work here is,1954.08,5.079,1956.6195,0.1901,0.0,-0.7,0.13158015548979185,0.09348422649647098,0.13908249767080663
finished I'm leaving Harper,1959.32,4.359,1961.4995,0.0,0.0,-0.7,0.13183695331631892,0.09018633108767685,0.13917885712001976
